,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,28,1,20,23,25,3,26,15,54,29,27,46
layer_1,1,0,0,0,0,18,0,0,0,0,0,4
layer_2,24,1,0,0,1,0,8,5,0,24,0,0
layer_3,2,1,0,5,20,8,0,0,0,1,0,6
layer_4,13,0,0,0,5,0,0,0,1,0,0,0
layer_5,2,0,0,0,0,0,0,0,0,22,2,0
layer_6,0,0,0,0,13,0,0,0,0,24,0,23
layer_7,4,0,0,0,19,42,0,0,4,3,8,0
layer_8,0,0,0,0,0,0,0,0,0,11,1,0
layer_9,0,0,33,0,0,9,0,19,6,1,0,3
layer_10,0,0,33,0,0,0,28,1,1,0,1,0
layer_11,0,0,0,1,2,7,0,0,39,0,0,0
