,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,1.6985621,17.449663,1.3563052,2.4715602,2.4578652,2.1182194,11.582068,15.118129,9.986269,1.2042265,0.5391314,0.9133997,1.5839424,4.587291,6.1251807,20.05629,6.444203,10.237133,8.54407,19.32554,6.9097834,1.9705015,0.0013102915,0.012134913
layer_1,8.175933,7.101104,1.145961,1.3242475,2.4233842,1.8113303,6.72396,1.6929718,6.053147,10.088525,2.3485606,1.7885867,5.44014,3.7382383,4.9746337,7.915559,9.55544,2.3286633,0.475617,1.8446563,0.60064894,5.2795615,3.1558025,1.6490749
layer_2,1.6190097,0.9844126,1.8715676,4.1519656,1.8602548,5.1333156,1.6052424,1.3335956,0.8965861,5.8967752,2.7442997,1.5314444,2.4224994,1.3467989,4.1248493,0.66353506,0.507276,0.5387843,2.9115324,2.4365702,2.8095152,2.0445096,3.7342756,3.8806334
layer_3,4.132124,1.9958907,3.8405073,1.7952232,1.756734,2.5126314,5.4749312,5.346242,2.5998979,4.335882,2.470703,5.1135154,5.3995132,2.1652303,1.2450914,3.8742654,4.332951,1.3845353,3.0709207,3.7862175,2.2487745,7.5883737,5.8344493,6.9428334
layer_4,4.1889787,3.1442022,1.3181335,5.7671604,3.2569506,6.9172945,7.276154,9.466349,1.9869007,5.3376927,5.187948,3.2981446,11.747984,4.260807,4.353763,4.127442,1.2315122,6.852761,7.458013,8.606681,2.6976335,1.4950368,1.022576,6.3348975
layer_5,2.5886123,5.666987,15.956152,6.993096,9.737412,5.016032,0.35267213,0.063466966,4.3217072,8.179222,6.3734818,8.4187,12.861813,13.339435,3.5401354,2.3013992,8.312515,6.7315664,4.129875,8.120639,6.5086417,10.646143,5.256439,6.831001
layer_6,9.832978,1.8815398,2.0754397,3.9662485,6.2692738,9.661681,10.414804,14.750852,8.192886,9.41259,9.160083,13.423748,12.234788,6.3996444,16.132748,12.882205,6.9077888,6.278184,3.4483595,2.9471836,8.621433,11.08788,4.6509585,8.195181
layer_7,8.317173,13.462047,5.0304937,10.539096,7.194981,6.426384,14.346387,11.836185,12.862744,16.953045,5.5699472,11.477443,8.619668,12.629106,11.058697,12.207528,13.551874,5.891902,10.420874,15.721553,31.535326,8.966098,11.011554,11.604935
layer_8,4.9130545,15.072598,6.5304723,11.256959,6.7028575,15.455892,2.240951,4.8420315,1.9735881,8.326047,11.515241,17.21036,8.440977,11.81619,10.963325,16.524572,17.528471,3.791604,10.293809,8.379965,9.368488,7.481207,13.321084,8.8737135
layer_9,12.96047,10.788221,11.987352,2.5572562,5.517239,3.4974117,22.440582,24.646719,8.594718,7.4693093,7.815311,6.392246,10.632842,5.622997,12.553253,7.030846,10.150353,10.302915,9.853495,5.821618,6.7373023,7.89327,10.3640785,5.501519
layer_10,12.884015,9.062588,12.093222,5.676306,5.1815653,5.38204,18.498932,12.203604,13.985634,8.444433,12.429784,1.7179863,21.646702,20.28973,20.856022,8.855674,6.624649,9.634308,15.5730915,13.855934,13.780714,1.4691006,4.0516095,7.508363
layer_11,15.552484,6.7233973,13.3146305,10.859071,10.2751665,8.83656,8.722394,8.569808,11.87834,10.293233,9.97363,17.390387,17.609936,22.850142,14.77052,5.5407634,16.990517,5.0232053,15.258789,16.66868,11.526921,16.04825,10.6412,13.146543
layer_12,9.808455,7.7881775,9.7957735,1.8995653,2.7482865,10.477173,12.972248,11.292278,10.145679,7.918238,10.251781,10.745516,13.901918,5.6268086,17.865726,5.278599,5.8687687,16.939848,6.2325773,2.8327312,4.08189,4.3926287,9.656692,17.716585
