,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,128.0,147.0,282.0,567.0,70.0,145.0,63.0,130.0,616.0,59.0,585.0,579.0
layer_1,88.0,242.0,61.0,8.0,92.0,17.0,1.0,31.0,3.0,1.0,56.0,23.0
layer_2,572.0,177.0,1.0,0.0,35.0,3.0,21.0,17.0,27.0,576.0,81.0,82.0
layer_3,15.0,4.0,3.0,254.0,68.0,416.0,0.0,0.0,43.0,409.0,66.0,298.0
layer_4,65.0,3.0,0.0,9.0,32.0,247.0,17.0,100.0,2.0,2.0,17.0,251.0
layer_5,349.0,50.0,1.0,1.0,2.0,0.0,14.0,3.0,0.0,584.0,374.0,3.0
layer_6,0.0,3.0,21.0,32.0,77.0,19.0,201.0,0.0,0.0,639.0,5.0,641.0
layer_7,40.0,63.0,335.0,0.0,736.0,181.0,3.0,0.0,50.0,346.0,613.0,28.0
layer_8,14.0,1.0,49.0,2.0,3.0,49.0,10.0,7.0,1.0,202.0,55.0,24.0
layer_9,21.0,23.0,51.0,30.0,2.0,40.0,0.0,186.0,48.0,37.0,6.0,2.0
layer_10,44.0,3.0,104.0,3.0,11.0,5.0,19.0,8.0,63.0,3.0,50.0,12.0
layer_11,2.0,9.0,62.0,3.0,11.0,67.0,4.0,17.0,48.0,46.0,7.0,12.0
