,0,1,2,3,4,5,6,7,8,9,10,11
0,0.058224626,0.0,0.060769964,0.00031816735,0.030544067,0.0,0.055679288,0.37702832,0.13013045,0.06267897,0.05536112,0.07254216
1,0.3693923,0.32962137,0.17244671,0.059497297,0.0604518,0.062042635,0.057270125,0.059815463,0.059497297,0.059497297,0.021317214,0.005727012
2,0.41075405,0.05886096,0.39166403,0.46261534,0.24244353,0.34839326,0.059497297,0.05790646,0.3773465,0.09799554,0.06395164,0.059497297
3,0.059497297,0.08558702,0.51797646,0.11549475,0.059497297,0.059497297,0.1686287,0.13172129,0.3926185,0.1081769,0.059497297,0.14444798
4,0.37161946,0.12981229,0.059815463,0.066815145,0.0604518,0.12249443,0.059497297,0.043907095,0.059497297,0.07763284,0.059497297,0.38052815
5,0.062042635,0.059497297,0.11613108,0.084632516,0.1804009,0.061088134,0.07445116,0.06745148,0.06458797,0.059497297,0.065224305,0.059497297
6,0.2570792,0.062042635,0.059497297,0.059497297,0.059179127,0.059815463,0.059497297,0.0604518,0.14508432,0.059815463,0.059497297,0.12790328
7,0.20394528,0.059497297,0.059497297,0.061088134,0.09767738,0.061724465,0.059497297,0.059497297,0.08590519,0.06363347,0.06013363,0.059497297
8,0.059497297,0.06013363,0.059815463,0.059497297,0.09640471,0.07763284,0.059815463,0.2806236,0.059815463,0.059815463,0.059497297,0.059815463
9,0.0623608,0.059497297,0.06013363,0.10085905,0.059497297,0.059497297,0.059497297,0.059497297,0.06013363,0.059815463,0.14635698,0.059497297
10,0.06013363,0.059497297,0.059497297,0.059497297,0.059497297,0.07731467,0.059497297,0.06013363,0.059497297,0.07890551,0.059497297,0.08113267
11,0.08654152,0.059497297,0.059497297,0.061088134,0.059497297,0.059497297,0.059497297,0.059497297,0.057270125,0.059497297,0.061724465,0.06267897
