,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,6,7,4,3,10,5,8,3,0,2,1,4,4,4,8,4
layer_1,7,6,3,0,1,1,0,3,0,0,0,0,0,3,2,2
layer_2,6,5,1,1,1,0,1,0,0,2,2,2,1,0,2,0
layer_3,6,6,8,2,3,2,0,1,1,0,0,5,1,0,3,0
layer_4,6,4,5,1,3,4,12,0,0,0,0,0,0,0,3,2
layer_5,4,5,8,2,2,0,2,0,1,0,0,0,0,0,0,2
layer_6,5,6,3,0,2,0,4,0,1,0,0,0,0,0,0,0
layer_7,6,1,10,9,5,5,1,0,3,0,0,0,0,0,0,0
layer_8,6,6,3,6,2,0,0,0,0,0,0,0,0,0,0,0
layer_9,6,4,0,3,1,0,0,1,0,0,0,0,0,0,0,0
layer_10,4,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0
layer_11,5,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0
layer_12,3,4,1,2,0,5,0,2,0,1,0,0,0,0,0,0
layer_13,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
layer_14,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0
layer_15,4,5,0,3,1,0,2,0,0,0,0,0,0,0,0,0
layer_16,6,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0
layer_17,6,2,6,1,0,0,0,3,0,0,0,0,0,0,0,0
layer_18,4,3,2,4,2,2,0,0,0,0,0,0,0,0,0,0
layer_19,1,3,5,1,0,2,4,0,0,0,0,0,0,0,0,0
layer_20,6,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0
layer_21,6,5,0,0,0,2,1,0,0,0,0,0,0,0,3,1
layer_22,7,3,7,1,4,2,0,3,0,0,0,0,1,0,0,0
layer_23,5,6,2,4,2,2,2,1,0,7,2,0,2,1,0,2
