,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,13,11,0,2,21,5,16,17,2,10,1,7
layer_1,5,1,12,13,0,5,0,10,16,10,26,3
layer_2,0,7,12,9,5,0,2,15,17,0,7,7
layer_3,8,19,3,1,6,0,3,23,20,4,9,14
layer_4,15,11,8,2,6,0,5,10,2,7,16,7
layer_5,0,8,4,19,8,6,10,3,0,0,11,2
layer_6,18,13,13,9,12,3,0,7,6,21,25,5
layer_7,24,6,1,5,10,6,5,3,0,17,0,3
layer_8,6,2,6,5,7,5,11,5,1,1,11,9
layer_9,13,2,5,6,5,3,5,10,2,7,6,4
layer_10,10,20,10,4,14,8,6,7,8,11,4,4
layer_11,5,4,8,12,11,3,3,10,2,4,20,11
