,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,194.0,149.0,338.0,131.0,319.0,0.0,34.0,14.0,49.0,236.0,378.0,125.0
layer_1,273.0,202.0,4.0,16.0,1.0,123.0,61.0,462.0,11.0,475.0,0.0,22.0
layer_2,8.0,2.0,136.0,59.0,49.0,7.0,135.0,1.0,3.0,411.0,21.0,4.0
layer_3,22.0,0.0,262.0,2.0,2.0,1.0,101.0,6.0,19.0,53.0,5.0,3.0
layer_4,93.0,661.0,8.0,54.0,24.0,11.0,0.0,0.0,279.0,5.0,23.0,2.0
layer_5,87.0,0.0,2.0,53.0,64.0,9.0,22.0,336.0,5.0,21.0,23.0,0.0
layer_6,4.0,60.0,67.0,192.0,0.0,0.0,48.0,109.0,283.0,0.0,131.0,28.0
layer_7,3.0,83.0,243.0,313.0,6.0,7.0,46.0,15.0,16.0,3.0,57.0,112.0
layer_8,252.0,18.0,68.0,59.0,0.0,1.0,419.0,259.0,161.0,53.0,6.0,118.0
layer_9,12.0,11.0,237.0,195.0,92.0,274.0,64.0,23.0,79.0,240.0,0.0,140.0
layer_10,286.0,0.0,1.0,68.0,87.0,240.0,35.0,180.0,11.0,202.0,160.0,0.0
layer_11,377.0,317.0,0.0,608.0,599.0,136.0,3.0,2.0,5.0,246.0,226.0,454.0
