,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,718,65,1158,48,256,47,89,977,419,68,332,44
layer_1,102,520,1183,100,540,276,168,7,143,567,430,98
layer_2,41,1,1407,28,42,154,4,186,58,260,7,3
layer_3,1474,0,162,113,78,1,34,62,15,153,5,100
layer_4,803,1400,71,1238,639,385,356,324,1023,360,783,284
layer_5,2,27,0,2,37,2,0,0,4,4,1302,331
layer_6,9,1311,247,1565,145,3,2,0,416,984,316,91
layer_7,434,591,10,907,297,592,64,34,0,24,6,69
layer_8,0,534,19,1,1966,277,29,63,1879,55,1405,1179
layer_9,0,1510,5,20,102,1802,439,384,1256,1,4,902
layer_10,699,113,1881,845,321,236,141,40,543,1411,421,1652
layer_11,892,363,731,82,861,227,367,29,1507,10,1136,1463
