,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,139,17,414,0,90,130,51,163,83,24,134,0
layer_1,7,207,269,0,216,101,15,0,41,55,64,17
layer_2,1,0,353,1,17,15,6,17,6,25,9,0
layer_3,350,0,6,36,61,31,15,1,152,65,3,65
layer_4,215,366,142,609,162,407,42,73,304,83,333,36
layer_5,17,0,6,0,1,64,0,0,19,111,37,453
layer_6,87,65,399,107,19,529,56,0,33,335,8,9
layer_7,175,35,0,167,406,25,5,19,0,0,0,1
layer_8,285,71,135,0,314,997,0,25,251,14,71,357
layer_9,0,127,44,1,12,485,35,260,248,16,654,108
layer_10,38,156,622,133,478,14,93,26,138,180,51,512
layer_11,350,38,55,114,152,161,982,462,491,283,816,419
