,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,645.0,295.0,86.0,4.0,206.0,592.0,364.0,877.0,245.0,484.0,282.0,251.0
layer_1,97.0,237.0,9.0,209.0,913.0,91.0,196.0,1729.0,14.0,6.0,112.0,12.0
layer_2,335.0,55.0,1879.0,73.0,2.0,70.0,4.0,95.0,14.0,1879.0,424.0,2.0
layer_3,5.0,83.0,95.0,18.0,1.0,14.0,0.0,0.0,3.0,525.0,1691.0,1723.0
layer_4,225.0,25.0,36.0,6.0,2.0,27.0,2.0,396.0,6.0,424.0,0.0,1418.0
layer_5,5.0,11.0,39.0,1.0,6.0,13.0,59.0,1536.0,29.0,129.0,4.0,2.0
layer_6,1413.0,17.0,818.0,1048.0,3.0,4.0,3.0,1.0,1.0,413.0,30.0,45.0
layer_7,7.0,7.0,20.0,544.0,449.0,163.0,1.0,60.0,2.0,706.0,2.0,17.0
layer_8,0.0,3.0,40.0,0.0,62.0,53.0,0.0,0.0,794.0,461.0,34.0,0.0
layer_9,2.0,141.0,80.0,34.0,169.0,7.0,1.0,5.0,0.0,159.0,103.0,1.0
layer_10,4.0,0.0,0.0,1.0,41.0,3.0,0.0,10.0,2.0,1.0,9.0,3.0
layer_11,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
