,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0.34185088,0.35730666,0.32545808,0.9000279,0.37490922,0.23482156,0.5117265,0.38315114,0.953099,1.0240437,12.486747,0.71852684,0.22812778,0.18414176,0.36315277,0.16372983,5.646004,2.7286475,4.347035,3.7274432,4.4587746,0.026458515,1.2888753,0.058393408,0.5530163,1.3447591,3.9168918,1.2012886,0.49838278,2.1559284,5.5779705,7.7581487
layer_1,5.572646,0.8375068,2.8047976,0.5836438,1.2894258,0.20135988,0.73266196,2.9280927,4.6853447,0.36865035,1.9772806,1.0234888,1.5927672,5.422698,3.6427982,0.86870724,2.087348,0.37135774,0.3507124,0.9987661,1.1983671,1.09419,1.1484307,0.61024266,0.69360566,0.58198255,1.3738563,1.8254107,1.6948239,1.2068275,4.692659,0.49898654
layer_2,0.38493955,1.060947,0.5718905,0.12342229,1.4723305,1.4884713,0.6127977,2.029724,1.1737958,2.1294358,0.7749115,1.0911984,0.17522508,0.89530814,0.17982236,0.27365756,0.49221143,1.8769728,0.30758682,0.27188942,0.010987358,0.077587426,0.41293454,0.031257953,8.357548,0.59506875,0.6721134,1.4597709,0.3291407,0.400316,0.9233272,0.78583854
layer_3,0.2686149,0.23441361,0.39436045,0.38610673,0.46142676,0.37599313,0.43278128,1.1749494,1.0617,0.91027766,0.32668474,0.7930105,0.9204119,1.2334101,0.82508737,4.572838,0.7050462,0.27523246,0.91933674,1.377722,1.1890863,2.1131935,4.5210013,0.77770174,1.1297201,2.2469277,0.66748565,2.4361372,1.9099615,2.140536,1.5154312,1.0359905
layer_4,0.18625365,1.4222945,0.17531997,0.548974,2.8892682,3.261793,1.4311492,2.1236978,0.9216399,1.0431762,1.7229568,0.6884112,0.19667225,0.25475252,0.8813791,0.11712517,2.8051212,2.0765867,2.9315567,1.4641266,2.3143113,0.65282303,0.8832464,0.4301739,0.8718859,1.0368052,0.29227108,0.7717062,2.8356717,0.5169212,7.7601933,1.0215151
layer_5,7.095764,5.6878314,14.599629,1.1359843,1.8007483,0.52771837,0.46944106,2.0634205,1.0009276,1.2368555,0.13839237,0.58737355,1.3164155,3.1793044,1.4303043,1.9036363,2.9622831,1.443631,2.3000803,0.6943058,1.8051891,4.09452,4.457975,0.38503033,0.649487,0.31919536,0.45438898,0.4606615,1.6076871,1.8396308,0.38459662,1.0617995
layer_6,0.34657595,0.5146151,0.046668086,0.32656983,1.1331724,4.159856,2.0699081,3.8805373,1.8267827,0.38026172,1.8363659,1.7209259,3.6417913,2.519918,1.4806038,1.9854528,0.6426847,0.52697694,0.4127559,1.3636929,0.9731016,2.7865355,1.1581722,1.3807622,2.6192617,0.3634197,0.35644925,0.37887016,1.6385077,3.4366188,2.2121964,5.451735
layer_7,4.8763857,0.9712556,1.1394541,2.0742226,1.215977,2.159739,2.5114813,1.2764277,10.012295,5.6309147,16.543753,4.875432,0.99079025,1.2788554,1.7054372,2.479994,0.01221763,0.101239145,0.02574293,0.17296867,2.444546,0.3205781,0.2608568,0.7757453,2.5709937,1.9402268,0.7575063,0.55957294,0.79812896,1.2473795,2.842598,1.4821079
layer_8,0.868019,0.8321392,0.81831,1.3259641,2.0119789,1.7513267,1.8546056,1.1072843,3.0821137,7.118822,1.7758311,1.3178064,3.245456,2.1482804,1.7638757,2.8359447,0.5501118,2.1885264,0.62488055,1.1105053,4.300741,1.9523798,2.0069757,1.2529864,1.7399207,3.219176,3.5196033,1.409441,1.339451,1.5406169,1.623572,4.007027
layer_9,1.9261999,0.4536403,0.1658005,0.19797207,1.9553318,2.9650218,1.6252892,1.3025583,0.38387054,0.39710197,1.135089,1.8669721,1.0846795,1.2182453,0.9991218,1.2635031,1.242084,1.0098336,1.4635968,1.3973947,0.26868764,1.2163788,1.0312825,1.3850411,3.7844281,0.32004917,0.14157853,0.48488855,0.17780949,2.1170628,4.6705375,2.0831637
layer_10,1.8995632,3.1554496,1.3421971,1.4745023,2.336089,1.5317091,1.5939795,4.121051,0.66020006,0.9699832,2.0456235,0.1924267,6.1106534,3.4633741,5.0621576,8.622811,3.4634948,1.664052,1.2002095,5.515942,2.9940636,1.5865887,2.77797,1.1378009,2.9162986,2.1422834,0.54192334,0.8736033,4.462253,4.107268,1.3746507,2.8697953
layer_11,2.5053244,0.15319884,1.5853696,0.75362617,1.3393825,1.6997404,0.76646316,1.8680997,0.19697604,0.6581932,0.48221636,1.212391,1.0727935,0.76274127,0.16823426,2.6781874,1.8659835,10.361845,2.994811,1.5945535,1.0328918,2.549192,1.6007317,1.9752018,5.099243,1.0000536,1.5903022,1.7751156,2.6075435,1.8970438,2.1145258,3.709314
layer_12,9.551355,4.1867685,6.2725224,4.8281264,0.1064264,0.0017202869,0.09223467,0.004179858,0.3329585,0.25691694,0.023972956,0.024003489,1.4484348,1.7500165,1.6792489,0.8591079,1.5317805,0.9579314,1.6928387,1.6761042,0.9423145,0.7650574,1.6198909,1.931323,3.5869505,3.6677065,1.3246938,1.9448208,0.40124914,2.4557793,1.9732229,5.686938
layer_13,3.2352617,3.7566051,5.9912014,1.5132151,5.6858544,0.43685317,1.043486,0.98483795,1.9703343,2.9986005,1.8862805,3.1608748,1.5014658,2.9124548,1.671462,3.953413,7.8303995,4.2553744,3.105237,2.5388799,3.101737,3.0095925,2.741285,1.5465697,3.3194542,3.074107,4.668102,3.2071846,0.5605864,2.3019996,5.454205,5.9218054
layer_14,2.9538558,3.7482913,2.2807777,1.0210165,0.71964806,2.2860918,0.16318068,0.89471483,2.8026168,1.6290765,1.5877721,2.0560331,1.4905843,7.5369625,1.1389648,2.800029,2.9762466,0.49993742,0.16348875,0.1933871,3.3400378,1.7803432,2.361261,1.9651728,0.27529067,1.3034337,1.6380414,2.3360863,1.5544815,0.93629813,0.12270099,0.0671297
layer_15,2.4440658,2.2745845,1.977722,3.042864,1.5035528,2.0950494,1.1875678,1.2938167,2.7233093,3.776867,2.837152,2.843355,0.6349666,3.8597634,0.9565663,2.931076,0.7908869,1.6137154,1.0915507,2.919584,0.76584446,0.9302497,2.0430534,0.13340391,0.01635082,0.4385493,0.012743113,0.39449614,2.7006848,1.9426956,2.278376,2.9088469
layer_16,4.0669456,1.3898382,2.3346236,1.4287108,1.505956,2.2219152,4.16435,1.9496919,1.9090495,1.1992251,3.4804306,1.1042353,0.31901127,0.42155468,1.3420709,1.2958887,0.80252904,0.40150744,8.37655,0.3627858,1.3969878,1.3233953,0.69327664,5.377346,0.94264865,1.202874,3.849671,1.9496413,1.2264663,0.5676995,1.9735824,2.0600142
layer_17,1.15642,0.89529604,0.71980935,1.3919708,3.6315699,4.841602,3.7653606,3.196221,0.16730215,0.5468499,3.4071944,11.352129,4.1533356,2.248361,3.7271402,4.520306,2.928495,5.2735596,6.6342926,5.096637,6.4045014,4.1843133,11.165147,4.3056836,1.4600444,0.58210784,0.7669669,1.7135626,4.0970626,2.5408542,0.045869287,0.21993148
layer_18,0.027947076,0.046368875,0.10990008,0.050092917,1.923654,4.475473,1.8554122,5.697968,3.2360108,1.3428867,3.9670315,1.2269658,0.59322983,0.3378701,0.83346605,1.2418878,4.5516133,3.391832,1.6525304,1.5931357,0.61658657,0.38840878,0.24799897,0.40819412,1.0532277,5.2233763,2.8079212,1.3238482,1.6649548,0.21686661,1.0881416,1.6389414
layer_19,0.89985836,8.935792,2.844843,1.4229283,0.8591387,1.2815193,0.9425812,0.37776542,0.40512297,0.2075073,0.71566665,0.20504744,6.2089863,6.1335363,4.512719,9.984082,0.6217693,0.4018678,0.46568602,0.46785402,1.0677842,4.1785927,2.594859,0.9396297,1.4016378,0.20813435,3.0037208,1.8116254,1.071274,0.7405342,0.7192337,3.1481664
