,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,50.773415,45.290005,67.764946,93.75387,45.34899,47.11136,106.92159,55.16492,41.858612,60.593533,67.124115,45.22592
layer_1,9.97381,17.655794,121.49853,17.150059,89.97607,28.481003,17.646315,43.625755,13.413256,2.1980627,20.940594,4.2402725
layer_2,18.842333,59.010193,58.23399,34.842102,24.101873,75.0764,37.551376,107.194435,2.4459963,5.907844,3.9199662,81.38488
layer_3,7.823401,43.408142,29.435757,82.04757,68.207016,21.568184,10.310417,38.289154,32.610798,12.392194,70.27196,4.935779
layer_4,8.119668,21.799175,54.83931,35.686928,94.98846,2.537071,28.122868,15.2347975,86.19972,26.847525,124.614006,23.325264
layer_5,35.030464,22.171228,25.957468,17.624207,17.17105,20.030369,89.78683,44.11462,67.55182,4.0134516,119.17868,21.067926
layer_6,26.797974,1.3032242,2.726257,60.041725,49.032146,12.292334,31.511927,57.153328,25.576328,132.30466,90.95865,26.366177
layer_7,14.842685,12.059279,67.9473,65.96471,1.8753884,47.942852,21.162481,11.246001,13.2505455,21.46112,47.163387,28.056849
layer_8,4.3768444,23.045132,17.156736,59.010487,24.980051,2.0836146,42.61497,7.3548884,9.826899,21.42209,11.792365,36.090645
layer_9,3.7836657,4.545219,26.730522,14.439238,11.788545,26.587065,9.522429,30.246675,24.752138,11.769637,36.47427,5.455625
layer_10,43.993866,5.7882743,19.455935,36.15403,6.7039447,12.244448,8.746944,12.989891,1.4666555,18.614511,9.492676,8.376025
layer_11,7.3349886,10.883782,4.5926504,15.781796,11.521867,3.3863907,2.7701335,10.490634,17.670595,7.476056,14.89729,19.161839
