,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,10,7,8,6,4,7,6,4,4,4,3,5,2,7,0,3
layer_1,2,9,5,2,4,2,2,5,3,4,2,2,2,2,3,3
layer_2,5,11,4,3,2,2,3,3,3,2,3,2,5,3,4,3
layer_3,8,9,5,5,3,4,1,4,4,1,0,2,2,3,1,0
layer_4,10,10,3,10,6,6,7,2,3,3,3,1,3,4,3,2
layer_5,10,10,7,9,7,4,3,3,5,5,3,3,3,3,3,5
layer_6,4,8,11,11,4,3,5,3,3,3,3,4,3,3,3,3
layer_7,10,9,2,3,1,8,6,5,4,4,4,3,3,3,3,3
layer_8,10,1,9,11,4,3,3,3,3,3,3,3,3,3,3,3
layer_9,11,3,1,7,6,3,6,3,3,3,3,3,3,3,3,3
layer_10,8,7,5,3,6,3,7,3,3,3,3,3,3,3,3,3
layer_11,5,3,3,2,3,6,3,3,3,3,3,3,3,3,3,3
layer_12,7,6,7,9,4,3,3,3,3,3,3,3,3,3,3,3
layer_13,10,4,4,8,4,3,3,3,3,4,4,3,3,3,3,3
layer_14,8,8,3,5,4,3,3,3,6,3,3,3,3,3,3,3
layer_15,6,9,8,3,3,3,5,3,3,3,3,3,3,3,3,3
layer_16,10,8,3,6,3,4,3,3,3,3,3,3,3,3,3,3
layer_17,7,8,2,8,5,3,3,4,3,3,3,3,3,3,3,3
layer_18,10,5,4,3,3,4,3,4,3,3,3,3,3,3,3,3
layer_19,6,7,4,7,4,4,6,3,3,3,3,3,3,3,3,3
layer_20,7,5,3,3,5,3,3,3,5,3,3,3,3,3,3,3
layer_21,5,5,9,6,4,3,4,3,5,3,3,3,3,3,3,4
layer_22,7,10,6,4,6,8,9,5,3,3,3,3,1,3,3,3
layer_23,9,9,7,11,6,8,3,6,2,3,3,3,3,4,3,3
