,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,136.0,0.0,80.0,0.0,5.0,0.0,145.0,115.0,120.0,136.0,9.0,67.0
layer_1,111.0,142.0,212.0,11.0,86.0,55.0,44.0,91.0,20.0,10.0,233.0,0.0
layer_2,74.0,12.0,48.0,46.0,21.0,87.0,15.0,119.0,119.0,180.0,135.0,10.0
layer_3,10.0,20.0,58.0,21.0,10.0,10.0,64.0,110.0,64.0,16.0,10.0,52.0
layer_4,23.0,28.0,10.0,50.0,10.0,21.0,12.0,8.0,10.0,11.0,10.0,38.0
layer_5,10.0,10.0,15.0,11.0,22.0,10.0,15.0,10.0,10.0,10.0,11.0,10.0
layer_6,29.0,10.0,10.0,10.0,30.0,10.0,10.0,10.0,21.0,10.0,10.0,16.0
layer_7,68.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,10.0,10.0,10.0
layer_8,10.0,10.0,10.0,10.0,10.0,11.0,17.0,23.0,10.0,10.0,10.0,11.0
layer_9,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,13.0,10.0,10.0,10.0
layer_10,10.0,10.0,10.0,10.0,11.0,24.0,10.0,9.0,10.0,23.0,10.0,10.0
layer_11,15.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,95.0,10.0,10.0,10.0
