,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,228.0,320.0,300.0,636.0,256.0,583.0,319.0,341.0,674.0,145.0,481.0,293.0,468.0,274.0,393.0,338.0
layer_1,281.0,70.0,253.0,202.0,317.0,177.0,78.0,115.0,205.0,181.0,286.0,224.0,249.0,791.0,258.0,66.0
layer_2,194.0,150.0,376.0,414.0,1088.0,498.0,823.0,319.0,528.0,627.0,519.0,282.0,151.0,562.0,148.0,156.0
layer_3,96.0,183.0,96.0,109.0,93.0,228.0,97.0,97.0,96.0,97.0,96.0,97.0,98.0,142.0,99.0,95.0
layer_4,96.0,96.0,96.0,95.0,96.0,148.0,96.0,206.0,112.0,96.0,96.0,157.0,96.0,96.0,97.0,104.0
layer_5,243.0,98.0,179.0,96.0,96.0,118.0,157.0,96.0,106.0,96.0,96.0,96.0,103.0,102.0,96.0,233.0
layer_6,103.0,299.0,98.0,96.0,103.0,193.0,95.0,96.0,98.0,96.0,96.0,103.0,96.0,96.0,96.0,99.0
layer_7,144.0,193.0,97.0,96.0,101.0,95.0,96.0,96.0,96.0,96.0,97.0,174.0,99.0,98.0,104.0,98.0
layer_8,96.0,96.0,97.0,106.0,102.0,99.0,135.0,98.0,97.0,99.0,97.0,125.0,152.0,96.0,103.0,96.0
layer_9,102.0,100.0,98.0,97.0,114.0,143.0,96.0,104.0,96.0,162.0,113.0,96.0,96.0,186.0,97.0,96.0
layer_10,97.0,99.0,98.0,124.0,107.0,101.0,96.0,96.0,100.0,118.0,96.0,203.0,100.0,96.0,98.0,92.0
layer_11,96.0,102.0,99.0,99.0,155.0,201.0,96.0,99.0,107.0,98.0,96.0,352.0,114.0,104.0,169.0,98.0
layer_12,104.0,96.0,100.0,97.0,96.0,96.0,98.0,104.0,96.0,96.0,96.0,98.0,175.0,99.0,105.0,96.0
layer_13,115.0,96.0,97.0,98.0,99.0,96.0,96.0,104.0,97.0,96.0,98.0,96.0,112.0,96.0,111.0,108.0
layer_14,104.0,96.0,96.0,96.0,97.0,97.0,96.0,95.0,105.0,196.0,96.0,96.0,117.0,97.0,96.0,96.0
layer_15,96.0,108.0,96.0,96.0,97.0,96.0,97.0,96.0,97.0,97.0,100.0,107.0,99.0,139.0,102.0,96.0
layer_16,97.0,98.0,96.0,97.0,96.0,100.0,96.0,96.0,96.0,96.0,101.0,96.0,96.0,98.0,96.0,100.0
layer_17,97.0,96.0,118.0,96.0,96.0,97.0,96.0,96.0,96.0,96.0,96.0,120.0,109.0,98.0,96.0,96.0
layer_18,96.0,96.0,97.0,96.0,95.0,96.0,96.0,96.0,100.0,110.0,96.0,223.0,96.0,96.0,96.0,96.0
layer_19,96.0,96.0,115.0,96.0,165.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,97.0,96.0
layer_20,97.0,96.0,98.0,121.0,97.0,122.0,96.0,96.0,96.0,97.0,100.0,121.0,96.0,98.0,122.0,99.0
layer_21,96.0,96.0,96.0,97.0,96.0,96.0,96.0,96.0,97.0,96.0,96.0,96.0,114.0,96.0,97.0,96.0
layer_22,96.0,97.0,100.0,96.0,96.0,96.0,96.0,95.0,96.0,96.0,96.0,96.0,98.0,96.0,96.0,96.0
layer_23,96.0,96.0,96.0,96.0,96.0,106.0,96.0,96.0,135.0,96.0,108.0,96.0,96.0,96.0,96.0,96.0
layer_24,96.0,96.0,104.0,99.0,96.0,97.0,98.0,148.0,99.0,96.0,108.0,96.0,185.0,97.0,110.0,96.0
layer_25,96.0,115.0,96.0,95.0,106.0,96.0,127.0,96.0,96.0,97.0,96.0,96.0,97.0,115.0,96.0,96.0
layer_26,96.0,96.0,96.0,96.0,96.0,99.0,96.0,96.0,96.0,100.0,276.0,96.0,98.0,96.0,97.0,165.0
layer_27,98.0,105.0,96.0,102.0,96.0,144.0,96.0,96.0,96.0,96.0,97.0,96.0,96.0,97.0,96.0,100.0
