,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,316.0,215.0,240.0,313.0,252.0,212.0,348.0,385.0,184.0,177.0,278.0,154.0,175.0,409.0,242.0,291.0
layer_1,412.0,74.0,166.0,107.0,387.0,127.0,144.0,76.0,151.0,191.0,267.0,225.0,289.0,246.0,175.0,123.0
layer_2,65.0,207.0,143.0,254.0,226.0,325.0,109.0,292.0,285.0,346.0,193.0,412.0,167.0,256.0,51.0,235.0
layer_3,45.0,133.0,47.0,47.0,54.0,390.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
layer_4,45.0,45.0,45.0,45.0,45.0,100.0,45.0,49.0,45.0,45.0,45.0,42.0,45.0,45.0,51.0,74.0
layer_5,126.0,45.0,111.0,45.0,48.0,125.0,102.0,45.0,45.0,52.0,45.0,50.0,45.0,44.0,45.0,93.0
layer_6,50.0,217.0,45.0,45.0,46.0,59.0,45.0,45.0,44.0,45.0,45.0,45.0,48.0,45.0,45.0,45.0
layer_7,45.0,89.0,46.0,46.0,45.0,45.0,45.0,47.0,48.0,45.0,45.0,140.0,45.0,54.0,45.0,45.0
layer_8,45.0,45.0,50.0,45.0,49.0,48.0,51.0,45.0,45.0,46.0,45.0,49.0,85.0,45.0,46.0,45.0
layer_9,45.0,45.0,45.0,45.0,46.0,52.0,45.0,45.0,45.0,55.0,48.0,45.0,45.0,117.0,45.0,45.0
layer_10,45.0,45.0,44.0,51.0,83.0,43.0,45.0,45.0,45.0,46.0,45.0,59.0,45.0,45.0,45.0,45.0
layer_11,45.0,93.0,48.0,52.0,57.0,53.0,45.0,45.0,45.0,45.0,45.0,256.0,46.0,44.0,60.0,45.0
layer_12,45.0,45.0,45.0,45.0,45.0,45.0,45.0,48.0,45.0,45.0,45.0,45.0,155.0,47.0,45.0,45.0
layer_13,50.0,45.0,45.0,45.0,45.0,46.0,45.0,45.0,46.0,45.0,47.0,45.0,92.0,45.0,45.0,46.0
layer_14,46.0,45.0,45.0,45.0,46.0,45.0,45.0,45.0,48.0,109.0,45.0,45.0,46.0,46.0,46.0,45.0
layer_15,45.0,61.0,45.0,46.0,45.0,45.0,46.0,45.0,46.0,45.0,45.0,48.0,45.0,62.0,46.0,45.0
layer_16,45.0,45.0,45.0,47.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
layer_17,57.0,45.0,51.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,50.0,46.0,47.0,45.0,45.0
layer_18,46.0,45.0,45.0,45.0,45.0,45.0,55.0,45.0,48.0,115.0,45.0,262.0,45.0,45.0,45.0,45.0
layer_19,45.0,45.0,57.0,45.0,70.0,45.0,45.0,45.0,45.0,51.0,45.0,45.0,45.0,45.0,45.0,45.0
layer_20,45.0,45.0,45.0,148.0,45.0,57.0,45.0,45.0,45.0,45.0,47.0,65.0,45.0,45.0,268.0,58.0
layer_21,45.0,45.0,45.0,45.0,45.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,48.0,45.0,45.0,45.0
layer_22,45.0,45.0,45.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
layer_23,45.0,49.0,45.0,45.0,45.0,46.0,45.0,45.0,78.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
layer_24,45.0,46.0,45.0,49.0,45.0,45.0,45.0,59.0,47.0,46.0,45.0,45.0,59.0,75.0,46.0,45.0
layer_25,45.0,45.0,45.0,45.0,57.0,45.0,87.0,45.0,50.0,45.0,45.0,45.0,45.0,46.0,45.0,45.0
layer_26,45.0,48.0,45.0,45.0,45.0,49.0,45.0,45.0,45.0,46.0,46.0,45.0,45.0,46.0,45.0,47.0
layer_27,55.0,45.0,47.0,74.0,45.0,50.0,45.0,56.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
