,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,1,26,73,78,10,25,5,4,70,4,82,58
layer_1,2,66,10,5,63,45,4,4,3,4,35,0
layer_2,78,35,4,4,4,3,0,5,2,77,5,19
layer_3,2,7,5,8,7,76,7,6,14,95,73,21
layer_4,41,27,6,1,11,53,22,64,7,11,29,81
layer_5,57,63,9,10,8,4,55,68,16,84,78,22
layer_6,6,5,46,63,87,84,82,7,8,31,27,84
layer_7,9,24,58,43,87,21,64,43,3,16,100,72
layer_8,17,4,73,18,6,65,53,20,7,14,20,2
layer_9,5,8,3,9,36,17,1,27,11,58,25,4
layer_10,6,3,10,5,7,2,10,6,23,2,14,10
layer_11,8,6,6,7,7,9,5,6,0,6,8,11
