,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,121,224,391,325,78,226,38,135,319,56,395,428
layer_1,96,241,84,90,295,49,24,64,39,24,130,3
layer_2,371,239,40,27,46,26,3,68,24,368,161,105
layer_3,12,67,62,98,118,417,50,24,210,301,237,78
layer_4,275,100,37,2,122,198,219,390,48,151,152,396
layer_5,153,319,23,43,90,22,102,286,118,421,254,189
layer_6,89,35,52,379,492,368,361,81,37,51,61,428
layer_7,24,79,287,114,406,175,326,121,83,61,340,385
layer_8,51,42,327,96,76,235,114,208,30,83,151,54
layer_9,110,141,33,63,105,122,20,194,48,356,68,26
layer_10,23,18,66,27,47,23,97,43,207,13,55,33
layer_11,59,24,50,30,46,107,17,49,22,25,28,57
