,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,335.0,540.0,708.0,275.0,681.0,4.0,113.0,152.0,108.0,422.0,793.0,127.0
layer_1,616.0,377.0,72.0,25.0,1.0,220.0,272.0,338.0,14.0,1009.0,0.0,29.0
layer_2,59.0,19.0,394.0,12.0,77.0,5.0,459.0,41.0,6.0,675.0,88.0,22.0
layer_3,35.0,44.0,547.0,25.0,21.0,15.0,9.0,14.0,41.0,1.0,20.0,94.0
layer_4,56.0,550.0,41.0,18.0,45.0,10.0,3.0,0.0,138.0,225.0,1.0,0.0
layer_5,161.0,7.0,4.0,77.0,60.0,92.0,45.0,574.0,275.0,13.0,55.0,0.0
layer_6,86.0,135.0,262.0,816.0,0.0,0.0,132.0,27.0,260.0,2.0,115.0,14.0
layer_7,3.0,131.0,144.0,768.0,12.0,24.0,50.0,90.0,101.0,2.0,65.0,374.0
layer_8,177.0,19.0,592.0,700.0,0.0,5.0,381.0,762.0,433.0,103.0,2.0,46.0
layer_9,28.0,70.0,205.0,1055.0,38.0,126.0,252.0,22.0,46.0,151.0,0.0,97.0
layer_10,507.0,1.0,1.0,15.0,51.0,480.0,122.0,77.0,9.0,287.0,117.0,4.0
layer_11,1038.0,782.0,0.0,859.0,512.0,247.0,5.0,17.0,29.0,239.0,414.0,1038.0
