,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,19,13,32,7,17,7,14,5,14,17,6,7,28,15,16,14,20,12,6,12,8,13,13,7,13,12,22,23,2,13,18,16,12,7,7,15,14,15,8,11,11,9,21,12,10,22,6,8,21,18,11,11,18,26,18,12,17,11,9,9,19,8,21,13,8,19,18,6,19,4,9
layer_1,4,5,6,5,6,6,5,21,11,6,1,6,5,3,7,5,9,5,13,7,7,6,4,11,9,5,6,7,12,3,6,8,7,6,14,5,6,8,11,10,10,5,5,8,8,5,4,7,27,3,15,11,9,7,9,8,5,6,3,2,2,10,7,6,6,5,7,9,20,8,4
layer_2,3,18,14,10,21,21,10,16,17,9,30,9,11,11,12,8,13,16,10,9,26,15,10,28,22,24,6,18,2,7,8,10,9,11,8,12,6,6,6,6,15,9,17,10,19,8,22,11,4,7,12,24,42,10,10,19,6,13,8,15,7,20,15,17,7,9,22,8,17,8,9
layer_3,8,6,7,17,8,26,5,7,6,37,11,1,10,9,19,11,11,8,5,10,7,8,8,15,9,11,28,15,5,7,29,10,9,8,11,8,9,6,17,10,6,8,5,1,9,7,8,7,19,7,8,10,12,9,32,6,11,8,9,7,24,20,16,7,8,5,6,10,17,15,12
layer_4,7,6,7,6,7,7,2,20,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,7,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,10,7,7,7,7,7,7,7,7,7,6,7,10,7,7,7,7
layer_5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,28,7,7,7,7,7,7,7,7,9,9,7,7,7,7,9,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,11,7,8,7,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7
layer_6,7,7,7,7,7,8,13,7,6,7,8,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,10,7,7,7,7,7,7,7,7,11,8,7,7,7,9,7,7,8,7,8,7,7,9,7,20,7,8,8,11,9,2,7,7,10,7,16,7,7,7,7,7,7,7,7,16
layer_7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,22,7,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,7,7,7,7,7,7,8,7,8,7,8,7,7,7,9,7,7,7,11,7,7,7,7,6,7,7,6,12,7,7,7,7,7,7
layer_8,7,11,8,7,7,9,7,16,8,7,8,7,12,7,7,7,7,27,7,7,7,7,7,7,7,7,7,7,9,2,7,8,5,8,9,10,13,17,7,11,17,7,7,7,10,7,8,8,7,15,7,7,7,8,7,8,7,7,10,21,12,7,21,7,7,7,10,7,7,9,7
layer_9,12,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7,7,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
