,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,3,26,8,4,2,4,5,2,10,8,3,2,12,8,15,9,6,6,3,10,4,1,2,14,4,3,4,21,0,6,10,28,3,3,4,10,1,4,8,6,1,4,14,1,6,4,5,8,7,2,10,6,8,9,6,21,2,8,10,5,6,0,6,4,18,7,7,8,4,5,4
layer_1,4,1,2,5,4,14,7,4,38,10,4,1,3,4,6,2,3,1,10,0,7,7,12,6,3,11,6,4,6,8,3,11,4,1,24,1,4,4,5,5,4,4,2,7,4,1,3,1,10,2,10,4,3,9,1,4,2,4,1,5,0,9,1,1,3,2,9,3,33,1,5
layer_2,4,10,5,7,26,5,4,6,5,3,9,5,7,9,37,5,30,5,5,7,20,9,6,23,7,45,5,5,1,2,3,1,6,5,6,5,14,8,3,4,18,5,6,6,16,3,10,3,6,1,15,17,8,4,8,3,4,4,4,6,6,13,5,6,2,8,4,2,11,8,3
layer_3,5,3,3,8,7,9,5,6,3,9,4,0,8,5,7,4,6,4,5,5,4,7,5,11,3,7,9,10,5,5,8,6,5,9,5,7,13,7,22,3,8,6,12,5,5,3,5,4,5,8,3,7,14,9,3,6,16,5,3,5,7,3,7,6,5,3,3,7,12,21,4
layer_4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3
layer_5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,5,3,3,3,3,4,4,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,11,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_6,3,3,3,3,3,5,6,3,5,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,3,3,3,3,3,3,3,4,3,6,3,3,3,4,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3
layer_7,3,4,3,3,3,3,3,3,3,3,3,3,3,3,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,6,3,3,3,5,3,3,3,3,3,3,3,3,15,3,3,3,9,3,3,3,3,3,3
layer_8,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,12,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,3,15,3,3,4,5,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,5,3,3,3,3,3,3,3,3
layer_9,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,0
layer_10,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,3,4,3,3,4
layer_11,4,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,19,8,3,3,3,6,3,3,3,3,7,3,3,3,3,4,3,3,5,3
layer_12,3,3,3,3,7,3,3,5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_13,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,4,3,3
layer_14,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,16,3,3,3,3,3,3,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2
layer_16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,3,3,3,3,3,3,3,3,3
layer_17,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,9,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,28,3,3,3,0,3,3,3,3,3,3,3,3,3,4,3,3,3
layer_18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3
layer_19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_20,3,3,3,3,7,3,3,3,3,3,3,4,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,4,3,4,3,3,3,3,3,3,3,3
layer_21,3,3,4,4,3,5,3,3,5,3,3,3,3,4,5,3,3,3,3,3,5,3,3,4,3,3,3,3,3,3,4,3,4,4,3,3,3,8,3,4,0,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,20,3,3
layer_22,3,4,4,4,3,3,14,1,3,3,3,3,3,3,3,3,5,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,5,3,3,3,4,3,3,3,3,3,4,5,3,5,3,3,9,4,3,5,3,3,3,3,3,3,3,3,4,3,3,3
layer_23,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,3,5,7,3,3,3,3,3,3,3,4,3,3,3,8,19,7,16,3,7,15,3,3,3,3,1,3,3,3,3,3,3,3,7,3,3,3,3,4,3,3,3,3,3,3
