,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,3.8536017,1.7063006,4.6332474,2.8023672,2.4727006,0.5613081,2.1529305,13.456698,7.005868,1.6899261,5.7259755,1.1493102
layer_1,0.22529079,3.531112,9.203273,0.14470583,2.9352868,1.1332934,0.8066788,0.27808344,0.7117484,2.346855,1.0788401,2.0900764
layer_2,0.38308868,0.4520616,29.695635,2.0870788,0.8885379,0.4528638,0.4995344,5.889654,0.28836077,1.2072682,0.9417528,0.5715897
layer_3,16.77327,0.4317582,6.7945423,2.5356297,1.2884884,0.20532088,1.6585337,0.48532024,0.19060574,2.561653,1.3162062,4.539616
layer_4,3.5353236,13.115435,0.9486936,30.344038,7.8380694,4.0093837,1.175388,2.1001925,9.240446,1.886433,2.3634486,1.1088943
layer_5,0.10122028,3.39755,0.37333784,5.2721148,3.2883947,0.08615839,0.7320481,2.2960756,0.698334,0.8846588,21.069036,4.5296397
layer_6,0.50195014,10.880804,1.2218114,18.910397,1.636892,0.16509369,0.030293806,1.6696316,5.4262037,17.234058,14.842059,3.248036
layer_7,2.599036,9.364746,1.9631624,10.295719,2.3990595,6.453901,6.9412513,2.2594955,1.9593515,2.5635517,2.6149683,3.7062511
layer_8,0.5292669,4.6547785,0.8503629,1.4231699,19.038343,4.624705,3.3230596,2.0038414,20.76322,1.835923,8.624836,3.4173825
layer_9,1.6043625,5.1003366,0.52650476,7.6086802,2.924093,7.6898623,6.220666,1.3758724,15.795859,1.0098846,0.5197221,5.277887
layer_10,6.428071,2.0284364,22.538286,8.456341,4.5359073,5.272801,1.8641665,2.4436717,4.74801,19.567137,7.1118984,7.846735
layer_11,7.034913,6.8452067,9.621036,0.0010756082,10.809695,0.6836281,3.0684247,0.88906026,16.679928,0.17046243,4.887595,29.598186
