,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,85,78,257,18,0,0,415,166,78,62,1,19,0,173,297,0
layer_1,4,1,7,2,0,10,4,100,25,4,0,6,2,4,147,14
layer_2,3,10,62,8,115,199,39,5,5,7,68,33,129,284,42,39
layer_3,17,3,2,0,11,205,0,1,1,96,0,1,1,11,208,5
layer_4,14,0,57,0,0,1,7,0,347,131,36,0,0,3,4,51
layer_5,0,0,0,25,354,70,9,0,0,69,1,2,153,0,98,0
layer_6,63,0,3,2,602,92,20,1,0,9,9,101,318,0,31,48
layer_7,0,0,7,136,0,190,0,0,27,27,0,0,0,51,2,21
layer_8,219,0,28,55,3,0,0,2,48,0,1,1,13,10,0,2
layer_9,16,27,0,0,6,0,7,47,0,3,1,83,7,17,1,0
layer_10,11,16,24,4,265,177,1,13,115,5,101,76,10,0,1,18
layer_11,10,6,1,5,170,0,111,247,55,17,5,0,0,141,1,0
layer_12,0,18,6,72,122,450,0,0,0,2,0,0,67,3,1,0
layer_13,6,51,0,4,0,0,0,0,54,5,3,23,0,0,336,0
layer_14,3,5,9,0,294,0,10,23,9,0,157,167,1,0,0,90
layer_15,165,235,1,0,9,44,426,135,39,48,0,21,62,0,109,0
layer_16,346,19,5,0,55,69,0,15,2,285,0,7,0,0,17,0
layer_17,0,7,60,82,0,0,34,14,0,0,29,4,29,0,60,41
layer_18,0,12,3,11,1,5,15,83,0,179,0,312,50,0,12,43
layer_19,10,64,50,130,156,124,3,53,1,16,0,0,0,268,50,15
layer_20,255,281,70,43,0,9,21,33,7,7,9,1,11,18,9,87
layer_21,81,0,12,22,2,42,1,16,45,6,43,27,6,34,30,364
layer_22,3,66,291,97,0,6,46,0,0,322,14,43,34,51,250,185
layer_23,19,2,0,0,190,7,24,552,0,1,54,0,27,20,32,1
layer_24,0,0,331,230,38,144,54,113,0,0,1,0,0,0,14,149
layer_25,1,8,0,14,284,224,2,62,12,135,4,1,0,0,382,0
layer_26,0,2,9,39,25,6,179,4,0,295,5,4,0,71,0,42
layer_27,131,0,198,28,132,4,75,222,8,143,0,0,33,0,3,56
layer_28,13,3,0,0,2,0,0,146,0,0,0,2,1,0,0,0
layer_29,0,0,0,0,0,72,14,1,0,4,96,72,45,2,0,2
layer_30,4,0,6,0,0,0,101,0,1,1,14,133,0,7,2,27
layer_31,20,12,2,170,0,49,0,0,59,6,53,0,1,0,7,0
layer_32,2,0,0,0,0,0,0,0,4,157,6,8,185,0,0,0
layer_33,1,0,0,0,8,0,0,10,20,25,10,0,0,23,0,0
layer_34,1,0,1,0,1,1,0,0,4,12,8,0,0,0,0,0
layer_35,0,0,0,6,12,3,0,0,5,3,4,21,0,0,0,0
layer_36,1,3,5,0,0,6,0,0,0,2,6,0,0,0,110,1
layer_37,0,0,1,1,0,11,0,2,0,12,0,0,2,0,0,0
layer_38,0,18,0,0,1,13,0,0,0,8,0,0,1,1,0,0
layer_39,4,0,18,0,1,1,0,17,0,0,1,3,0,19,0,0
layer_40,0,0,0,50,0,0,34,0,0,0,4,0,0,0,0,0
layer_41,59,6,0,0,0,4,0,0,0,0,12,0,0,0,0,0
