,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,10,42,25,19,9,21,12,7,41,40,1,39,31,57,52,5,12,14,3,49,54,12,4,15,15,15,21,54,7,9,46,36,19,4,41,41,18,4,15,22,0,40,3,3,32,21,6,39,50,23,70,61,24,38,11,41,24,56,58,21,43,9,44,3,62,53,28,20,12,9,36
layer_1,4,1,2,4,8,14,7,7,11,6,6,2,2,3,6,4,3,1,8,25,10,8,8,22,3,13,5,6,20,4,4,18,3,5,28,4,7,5,7,9,7,5,8,5,5,2,9,2,7,2,32,15,6,10,3,5,6,0,3,3,0,9,4,3,5,10,9,10,44,7,8
layer_2,12,13,9,16,19,14,10,9,10,9,30,18,10,24,12,15,31,11,8,8,29,16,10,26,17,13,8,10,1,8,12,6,20,10,16,14,25,16,4,7,17,16,8,11,11,12,14,11,22,13,21,62,12,28,15,18,17,10,10,10,8,60,15,14,10,8,11,11,26,16,72
layer_3,13,13,12,18,20,13,17,17,11,15,8,3,14,9,19,14,16,12,12,16,18,19,15,20,15,11,13,14,36,13,19,18,14,18,16,17,21,14,19,12,15,19,16,4,15,10,12,11,12,15,11,14,13,14,16,24,25,20,10,13,11,21,13,14,11,15,62,14,17,15,11
layer_4,11,11,11,9,11,11,6,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,11,20,11,11,11,24,11,11,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10
layer_5,11,11,11,11,12,11,11,11,12,11,11,11,13,11,11,11,11,13,11,11,12,11,11,12,11,13,11,11,11,12,11,11,12,11,13,11,11,12,21,11,11,11,11,11,11,11,11,11,11,11,12,16,11,11,11,13,11,13,12,11,7,11,11,11,11,11,11,11,14,11,11
layer_6,11,11,10,11,11,11,10,21,11,11,11,11,11,11,11,11,11,11,11,10,11,11,14,9,11,11,10,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,14,11,11,11,11,20,11,11,10,10,11,1,11,11,11,11,13,11,11,11,11,11,11,11,11,11
layer_7,11,11,6,11,11,11,11,11,11,22,17,11,11,11,11,11,11,11,11,11,11,49,11,11,11,11,11,11,11,10,11,11,11,11,11,11,12,11,11,10,11,20,11,5,11,11,11,11,11,11,11,10,11,11,11,10,10,11,11,11,11,11,11,11,31,19,11,11,11,11,11
layer_8,11,11,13,11,32,11,11,5,11,11,12,11,11,10,12,11,11,22,11,11,12,12,11,8,12,11,11,11,11,1,11,11,11,11,12,11,21,11,12,24,11,11,11,11,11,11,11,11,6,11,12,11,11,11,11,11,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11
layer_9,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,13,12,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
layer_10,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,12,11,11,12,15,11,13,11,11,15,12,12,11,11,10,11,11,12,11,11,10,11,11,11,11,11,11,11,11,18,11,11,11,13,11,11,12,11,11,11,11,11,12,11,9,11,11,11,11,11,14,11,12,11,11
