,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,23,25,32,12,23,23,16,6,25,30,32,32,28,32,31,23,18,35,8,22,34,24,16,15,22,28,32,47,3,16,32,22,29,19,32,43,30,34,17,37,16,20,28,20,22,30,9,17,46,25,21,32,30,38,36,24,30,25,26,20,35,16,34,31,17,31,25,28,33,10,27
layer_1,14,22,20,15,22,19,15,35,22,14,15,20,11,13,20,14,16,12,27,16,13,8,15,22,14,8,16,13,35,6,17,17,19,14,23,18,16,22,20,30,27,13,17,11,12,21,14,11,22,12,22,18,13,17,18,23,7,13,21,8,11,19,21,10,15,18,27,22,34,22,16
layer_2,6,26,16,12,16,44,11,13,15,8,24,13,20,17,8,11,27,13,12,11,17,26,11,23,22,12,11,14,2,2,11,21,14,11,21,13,10,12,8,7,27,9,8,8,14,9,16,15,9,6,10,32,28,10,11,16,13,19,16,14,18,35,10,17,11,6,11,7,15,28,15
layer_3,7,10,7,15,13,35,7,9,5,20,9,0,18,15,12,15,6,6,8,36,8,14,9,12,7,14,24,21,13,19,16,11,6,23,19,9,20,9,31,10,12,7,9,5,7,7,5,6,14,17,10,21,8,63,8,6,24,18,10,15,18,10,8,8,6,9,18,7,14,43,7
layer_4,10,9,10,22,14,10,4,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,21,10,10,10,10,10,11,10,10,10,10,9,10,10,10,16,11,10,10,10,10,10,10,10,17,10,10,10,10,10,11,10,10,10,12,10,10,9,10,10,10
layer_5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,16,10,11,10,10,10,11,10,10,12,10,10,10,10,10,10,10,10,10,10
layer_6,10,10,10,11,10,10,11,9,28,10,12,10,10,10,10,10,10,10,12,11,10,10,10,10,15,10,9,10,10,10,10,10,10,10,10,11,15,10,10,10,13,10,10,10,10,21,10,10,23,10,24,10,11,10,15,11,0,10,10,23,10,11,10,10,10,10,10,10,10,10,11
layer_7,10,10,13,10,10,10,10,10,10,10,10,11,10,12,17,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,6,10,13,24,15,10,10,10,14,10,10,10,11,10,11,10,10,12,10,10,27,16,10,10,10,10,10,10
layer_8,10,12,11,10,13,10,9,11,10,10,10,10,10,10,11,10,10,26,10,10,10,10,10,10,10,10,10,19,16,2,11,12,24,11,10,10,18,10,10,16,10,10,10,11,10,10,10,12,17,11,11,10,10,12,10,10,10,10,14,11,10,10,10,10,10,10,14,11,10,11,10
layer_9,16,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,12,10,10,24,9,10,10,11,10,10,10,10,10,10,10,10,10,11,10,10,10,10,9,10,10,10,10,11,10,10,10,21,10,10,10,10,10,10,13,10,10,9,10,10,10,10,10,0
layer_10,10,10,10,10,10,10,11,15,27,10,10,10,10,10,10,10,12,10,10,10,15,10,10,11,10,13,11,10,13,10,10,11,10,14,11,11,11,10,10,10,10,10,10,10,10,10,10,8,11,10,10,13,14,10,10,10,12,10,10,12,11,10,15,10,10,9,10,14,11,10,34
layer_11,11,16,9,10,13,12,10,10,15,10,0,10,10,29,10,10,14,16,10,10,11,10,13,12,10,10,10,10,10,13,11,10,10,19,10,10,10,16,10,10,10,16,10,10,10,18,10,11,11,13,10,28,39,10,10,10,15,11,10,10,10,41,11,10,11,10,15,13,11,19,10
layer_12,10,10,10,10,17,11,11,18,10,10,11,10,12,10,10,14,10,11,12,10,11,10,10,14,10,10,13,13,13,10,16,10,10,10,13,10,10,10,10,10,10,11,10,10,10,10,10,10,13,10,10,0,11,10,10,13,10,10,11,12,10,12,10,10,10,10,10,13,11,10,10
layer_13,9,10,10,10,10,10,10,10,11,12,5,16,14,10,10,10,11,10,10,10,10,10,11,11,10,12,10,10,10,18,10,16,14,12,10,12,11,10,9,12,18,10,10,10,10,10,10,10,10,10,12,12,10,13,10,10,10,12,11,10,10,10,11,10,10,12,22,11,15,10,11
layer_14,10,10,10,10,10,10,10,10,10,14,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,27,10,10,10,10,10,10,0,13,11,10,10,10,10,9,11,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,11,10,10,10,10,10,10
layer_15,10,11,10,10,10,10,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,0,10,10,10,10,11,10,10,10,10,15,10,10,10,10,13,11,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,11,10,25,9
layer_16,10,10,10,11,10,14,10,10,10,10,10,10,10,18,12,10,11,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,11,2,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,27,10,10,10,10,10,10,10,10,10
layer_17,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,28,11,16,10,14,10,11,10,10,11,14,10,10,14,10,10,11,10,10,10,10,10,10,10,10,10,10,11,27,12,10,10,0,10,10,8,10,10,11,10,10,10,14,11,11,10
layer_18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,11,10,10,10,10,11,10,10,10,11,10,10,10,10,10,10,10,1,10,10,10,10,10,10,11,10,10,10,15,10,10,10,10,16,11
layer_19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
layer_20,11,10,10,10,11,10,10,10,10,10,10,10,10,10,3,10,10,10,10,11,10,10,10,10,10,16,10,10,20,10,10,24,11,10,10,10,10,9,10,10,10,10,20,11,10,10,10,10,10,10,10,13,10,10,10,13,10,10,12,9,10,10,19,10,10,10,12,10,10,10,10
layer_21,10,10,11,10,10,15,10,10,12,9,11,10,10,10,10,10,10,13,10,11,10,11,10,11,10,10,10,11,10,10,12,10,10,10,10,10,10,13,10,11,0,11,13,10,10,10,10,10,10,12,10,10,10,10,10,11,10,14,10,11,12,11,11,10,10,11,10,10,28,10,11
layer_22,10,10,10,12,10,11,19,4,10,10,10,19,9,10,10,10,14,10,10,10,9,11,10,10,10,12,10,10,10,10,10,11,11,12,11,10,10,10,10,11,10,10,10,10,10,10,10,10,11,13,10,10,10,10,10,14,10,10,12,10,10,10,12,10,10,10,12,10,11,10,10
layer_23,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,11,10,10,14,10,9,10,13,10,12,11,10,10,10,10,10,11,13,10,11,10,10,14,20,10,18,11,13,12,10,10,11,10,5,10,10,10,11,10,10,10,13,10,10,10,13,10,10,10,10,10,10,10
layer_24,10,10,10,10,10,10,10,10,10,10,10,10,10,14,12,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,1,10,10,10,10,10,10,11,11,10,10,10,10,10,10,10,11,10,10,10,10,10,10,25,10,10,10,10,11,10,11,10
layer_25,10,10,10,10,10,10,2,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,11,10,10,18
layer_26,10,10,10,10,13,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,19,17,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,11,10,10,11,10,11,10,11,0,10,10,14,10,10
layer_27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
layer_28,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,11,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10
layer_29,10,10,10,10,10,10,10,10,10,10,7,10,10,14,11,10,10,9,10,4,10,10,10,11,10,10,10,9,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,11,10,10,10,10,10,9,10,10
layer_30,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,9,10,10,10,11,10,10,11,10,10,10
layer_31,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,24,10,10,10,10,10
