,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,6,1,7,1,7,2,3,1,1,6,10,5,6,5,3,6,9,4,2,2,3,2,3,3,3,3,10,7,0,1,4,6,11,6,6,3,1,13,3,12,3,2,10,7,2,3,2,3,9,1,2,2,3,6,3,2,5,1,5,2,4,1,4,5,0,3,3,3,13,2,3
layer_1,1,6,3,1,2,2,3,5,0,2,2,6,3,0,3,1,1,2,2,3,2,0,1,2,2,1,2,1,2,1,2,1,1,2,5,1,1,2,2,3,1,0,2,1,1,1,4,2,3,1,1,3,2,1,2,2,1,0,3,1,0,2,1,2,1,3,2,2,6,1,2
layer_2,0,5,1,1,1,8,3,1,6,2,1,0,2,7,3,1,4,2,2,3,4,4,1,1,0,1,2,1,2,0,6,2,2,1,5,6,0,2,2,1,5,2,2,0,3,2,2,3,1,1,2,0,3,1,0,6,2,8,1,1,4,1,2,2,1,3,0,3,3,2,1
layer_3,2,0,2,4,12,4,1,2,1,2,2,2,4,4,3,1,2,2,4,2,10,3,2,5,1,5,3,6,2,4,5,2,2,3,2,7,3,2,5,2,2,2,3,3,2,3,2,2,2,3,3,5,1,12,2,0,6,2,9,5,7,2,2,6,2,1,1,2,2,3,0
layer_4,8,8,7,10,8,8,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,8,8,8,8,8,9,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,7,8,8,8,8,8,6,8,8,8
layer_5,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,8,8,8,9,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8
layer_6,8,8,8,7,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,10,8,8,8,8,8,8,8,8,10,8,8,11,4,8,8,8,8,8,8,4,8,8,10,8,8,8,8,10,8,8,8,10,8,8
layer_7,8,8,8,8,8,8,8,8,8,8,8,10,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,13,6,8,8,8,8,8,8
layer_8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,12,8,8,7,10,1,9,8,7,8,8,8,8,8,8,14,8,8,8,8,8,8,8,8,7,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,7,8,8,8
layer_9,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,7,8,9,8,8,8,8,9,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,10,8,8,8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,0
