,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,11,35,16,28,9,24,30,16,23,28,4,14,26,23,24,15,18,24,8,31,26,27,22,34,17,19,11,28,19,22,27,37,25,12,25,25,22,6,21,26,11,24,19,3,19,30,23,12,21,25,18,20,23,24,25,31,22,33,25,31,21,13,26,19,26,36,27,5,9,29,26
layer_1,20,13,14,17,18,23,23,13,10,24,15,13,21,13,15,18,18,15,13,19,20,15,23,28,15,20,16,21,21,25,23,23,16,16,41,14,18,27,15,27,23,25,16,14,23,13,17,16,17,20,14,16,16,22,13,19,17,13,16,36,11,17,15,10,18,15,18,14,32,19,30
layer_2,17,16,12,15,14,22,10,13,7,12,21,11,13,20,15,6,24,14,19,20,20,18,16,22,11,14,23,32,7,13,8,15,22,15,18,12,21,18,13,23,41,17,14,13,15,11,13,13,16,17,13,3,7,20,20,7,15,10,16,17,27,16,13,12,22,15,16,15,36,18,14
layer_3,15,16,12,13,12,23,13,11,10,8,12,5,16,9,9,11,15,12,12,14,19,22,12,19,13,12,10,22,15,15,13,12,12,16,13,15,7,15,41,28,12,14,16,17,12,12,11,14,10,10,14,27,13,12,15,15,22,12,10,12,9,12,13,12,12,26,13,10,7,9,9
layer_4,3,12,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,14,3,3,3,3,3,4,3,3,3,4,3,3,12,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,13,3,3
layer_5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_6,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,6,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,20,3,3,3,3,3,3,3,11,3,7,3,3,6,2,3,3,3,3,8,3,0,3,7,5,3,2,3,3,3,3,3,3,3,3,3
layer_7,3,3,10,3,3,3,3,3,3,4,3,4,3,7,3,3,3,3,10,3,16,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,2,3,3,4,3,3,3,2,5,3,3,3,3,3,3,3,3,2,3,3,6,5,3,3,3,3,3,3
layer_8,8,4,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,3,4,4,0,3,11,3,3,5,3,3,3,3,4,3,3,9,3,3,3,3,3,13,3,4,3,3,3,3,4,3,3,5,3,3,3,3,6,3,3,3,3,3,3,3
layer_9,8,3,3,3,3,5,3,3,3,4,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,3,3,10,3,3,3,3,3,3,3,8,3,11,3,3,3,3,3,3,3,3,3,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
