,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,155.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,19.0,90.0,398.0
layer_1,60.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,60.0,18.0,0.0,4.0,0.0,0.0,22.0,1.0,1.0,0.0,17.0,29.0,0.0,42.0,0.0,0.0,0.0,6.0,1.0,0.0,6.0,0.0
layer_2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,4.0,0.0
layer_3,0.0,3.0,0.0,0.0,7.0,8.0,36.0,13.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,50.0,6.0,0.0,98.0
layer_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
layer_5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,23.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
layer_6,0.0,0.0,0.0,0.0,0.0,4.0,17.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,92.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
layer_7,15.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
layer_8,0.0,12.0,1.0,8.0,1.0,1.0,3.0,0.0,17.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,7.0,1.0,129.0
layer_9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,60.0,0.0,0.0,0.0,1.0,0.0,71.0,18.0
layer_10,0.0,0.0,1.0,1.0,9.0,11.0,1.0,59.0,0.0,1.0,2.0,0.0,85.0,16.0,36.0,42.0,49.0,5.0,0.0,18.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,24.0,2.0,1.0,2.0
layer_11,2.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,261.0,0.0,0.0,0.0,9.0,30.0,0.0,31.0,2.0,2.0,1.0,4.0,0.0,1.0,2.0
layer_12,155.0,10.0,64.0,27.0,16.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,11.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,4.0,1.0,4.0,0.0,1.0,0.0,99.0
layer_13,0.0,31.0,102.0,0.0,66.0,0.0,9.0,2.0,0.0,3.0,1.0,2.0,0.0,17.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,3.0,59.0,40.0,2.0,2.0,3.0,2.0,0.0,9.0,117.0,17.0
layer_14,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,43.0,23.0,1.0,17.0,6.0,19.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,15.0,0.0,0.0,2.0
layer_15,35.0,33.0,7.0,14.0,0.0,3.0,0.0,3.0,19.0,2.0,4.0,0.0,0.0,46.0,2.0,47.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,21.0
layer_16,65.0,4.0,0.0,0.0,0.0,1.0,76.0,12.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,3.0,1.0,84.0,0.0,1.0,15.0,16.0,0.0,0.0,0.0,0.0
layer_17,0.0,1.0,0.0,0.0,54.0,112.0,55.0,2.0,0.0,1.0,4.0,40.0,3.0,14.0,3.0,0.0,59.0,8.0,300.0,5.0,64.0,9.0,183.0,9.0,0.0,0.0,1.0,0.0,37.0,1.0,0.0,0.0
layer_18,0.0,0.0,9.0,0.0,58.0,114.0,0.0,46.0,19.0,0.0,160.0,0.0,1.0,1.0,18.0,4.0,18.0,21.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,29.0,1.0,1.0,0.0,0.0,0.0,12.0
layer_19,5.0,17.0,19.0,0.0,41.0,24.0,6.0,4.0,0.0,0.0,0.0,102.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,8.0,0.0,8.0,7.0,0.0,12.0,0.0,43.0,37.0,66.0
layer_20,0.0,2.0,1.0,22.0,139.0,32.0,0.0,181.0,0.0,0.0,0.0,8.0,211.0,7.0,0.0,14.0,5.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,3.0,5.0,5.0,43.0,1.0,3.0,0.0,0.0
layer_21,0.0,0.0,0.0,0.0,19.0,114.0,0.0,0.0,136.0,18.0,9.0,0.0,23.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,59.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,4.0,3.0,50.0,53.0
layer_22,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,1.0,0.0,5.0,36.0
layer_23,0.0,0.0,5.0,2.0,0.0,43.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,1.0,0.0,0.0,8.0,61.0,31.0,0.0,9.0,14.0,37.0,3.0,0.0,23.0
layer_24,5.0,19.0,6.0,8.0,16.0,1.0,0.0,0.0,34.0,5.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,14.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
layer_26,0.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,91.0,1.0,6.0,2.0,70.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,12.0,0.0,0.0,82.0,2.0,0.0,8.0,0.0,7.0
