,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,19.0,33.0,29.0,17.0,21.0,32.0,29.0,20.0,28.0,31.0,21.0,22.0,23.0,18.0,24.0,25.0
layer_1,9.0,11.0,8.0,22.0,13.0,16.0,11.0,16.0,9.0,20.0,21.0,22.0,14.0,10.0,13.0,12.0
layer_2,12.0,14.0,25.0,12.0,11.0,20.0,17.0,12.0,11.0,10.0,12.0,8.0,11.0,14.0,9.0,11.0
layer_3,21.0,13.0,11.0,24.0,22.0,14.0,22.0,10.0,20.0,23.0,19.0,31.0,12.0,15.0,29.0,15.0
layer_4,8.0,21.0,16.0,13.0,15.0,33.0,21.0,12.0,24.0,19.0,26.0,44.0,19.0,13.0,18.0,18.0
layer_5,15.0,20.0,35.0,20.0,11.0,11.0,16.0,24.0,31.0,22.0,24.0,21.0,16.0,21.0,25.0,29.0
layer_6,39.0,29.0,26.0,29.0,16.0,29.0,24.0,24.0,17.0,22.0,17.0,17.0,43.0,17.0,20.0,22.0
layer_7,24.0,18.0,47.0,20.0,34.0,27.0,17.0,40.0,31.0,24.0,50.0,35.0,27.0,17.0,24.0,39.0
layer_8,24.0,24.0,24.0,27.0,20.0,31.0,24.0,37.0,24.0,24.0,24.0,26.0,24.0,24.0,35.0,24.0
layer_9,38.0,28.0,25.0,24.0,28.0,27.0,18.0,33.0,31.0,32.0,37.0,28.0,45.0,26.0,33.0,26.0
layer_10,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
layer_11,22.0,24.0,26.0,24.0,30.0,23.0,24.0,25.0,37.0,25.0,25.0,29.0,24.0,42.0,17.0,24.0
layer_12,21.0,25.0,24.0,24.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,21.0,23.0,24.0,26.0,24.0
layer_13,28.0,27.0,27.0,28.0,25.0,20.0,24.0,26.0,24.0,25.0,27.0,26.0,31.0,26.0,25.0,19.0
layer_14,24.0,24.0,27.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0
layer_15,24.0,24.0,21.0,28.0,23.0,24.0,24.0,24.0,24.0,34.0,26.0,28.0,24.0,28.0,24.0,27.0
layer_16,24.0,24.0,26.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
layer_17,26.0,30.0,24.0,24.0,24.0,21.0,30.0,23.0,24.0,20.0,25.0,23.0,27.0,25.0,26.0,24.0
layer_18,24.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,28.0
layer_19,24.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,25.0,23.0,25.0,24.0,24.0
layer_20,24.0,29.0,24.0,24.0,24.0,24.0,25.0,24.0,24.0,24.0,23.0,24.0,25.0,24.0,24.0,24.0
layer_21,26.0,24.0,25.0,24.0,25.0,24.0,23.0,24.0,24.0,24.0,26.0,27.0,24.0,22.0,24.0,28.0
layer_22,25.0,24.0,33.0,30.0,24.0,25.0,25.0,24.0,24.0,25.0,24.0,24.0,24.0,24.0,25.0,24.0
layer_23,36.0,33.0,24.0,24.0,24.0,22.0,41.0,24.0,34.0,27.0,28.0,21.0,30.0,28.0,28.0,22.0
