,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,574,21,109,129,23,0,4,395,152,115,150,86
layer_1,141,262,86,66,11,31,116,117,1,372,3,12
layer_2,37,22,2,9,5,1,157,13,5,279,42,36
layer_3,1,10,298,0,39,51,2,1,62,13,87,401
layer_4,13,162,45,14,8,0,10,1,16,194,2,0
layer_5,291,3,5,94,117,113,2,1118,224,68,22,0
layer_6,56,412,6,824,0,1,154,7,168,7,196,207
layer_7,4,9,336,527,11,51,31,177,695,8,288,739
layer_8,250,104,350,1239,7,15,883,981,1011,52,34,280
layer_9,16,69,53,1295,46,9,682,17,573,41,0,48
layer_10,270,4,6,27,206,1134,241,124,6,181,52,12
layer_11,503,422,0,364,1093,569,3,43,129,445,606,607
