,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,19,0,12,0,0,0,15,26,14,20,1,10
layer_1,21,20,26,2,12,9,3,16,2,2,35,0
layer_2,16,2,17,15,9,30,2,21,26,43,21,2
layer_3,2,4,9,2,2,2,11,44,25,2,2,11
layer_4,3,4,2,15,2,7,2,0,2,2,2,15
layer_5,2,2,8,3,3,2,4,2,2,2,2,2
layer_6,12,2,2,2,10,2,2,2,9,2,2,2
layer_7,32,2,2,2,2,2,2,2,2,2,2,2
layer_8,2,2,2,2,2,2,4,5,2,2,2,2
layer_9,2,2,2,2,2,2,2,2,9,2,2,2
layer_10,2,2,2,2,2,2,2,2,2,4,2,2
layer_11,2,2,2,2,2,3,2,2,20,2,2,2
