,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,4.5224013,50.014885,6.1154428,5.008307,5.5025325,4.0937414,15.138752,21.28088,13.570105,0.65712863,0.55638605,0.7761818,2.4918344,6.5718937,10.876775,32.085693,8.586284,12.372365,20.432697,35.58838,16.688318,1.1951991,0.0018845943,0.014072911
layer_1,11.786179,17.432083,1.8139561,3.5111666,3.993092,3.4534352,7.7526517,1.9912907,10.799368,16.772331,3.491595,2.8943782,10.594451,4.481846,12.338986,25.263348,21.818447,0.5226675,0.99640614,3.9565604,1.2260795,6.8678703,13.435596,2.4797277
layer_2,2.1583893,1.0901884,4.754757,4.0236363,2.0606132,11.051553,3.4634733,1.8531296,1.1580906,1.5010427,1.3430457,0.5626174,3.469263,1.6742026,4.762452,0.22351287,0.07703494,0.40857345,3.6282692,0.75280404,2.3025289,1.8985476,1.9339837,6.0347285
layer_3,4.2563744,2.1123223,6.714049,5.309462,2.5093558,8.105634,7.9280424,11.940935,7.2490926,7.276355,3.261764,9.169682,13.831167,6.193432,3.0610073,5.271944,7.531942,1.8543075,10.573567,4.7534924,1.4332544,12.934236,8.135026,12.849042
layer_4,5.6008267,5.467041,2.5315914,10.328277,6.0464005,14.951984,9.687995,19.77035,2.6113281,16.14267,14.925159,6.7326345,18.837135,8.37509,0.23720977,4.8295445,1.8305489,15.221021,17.955263,13.21536,3.9483325,1.0766872,0.84591067,34.03108
layer_5,2.463122,12.817728,13.063934,2.9443247,4.2302012,3.0195398,0.17138387,0.05609981,1.5808283,23.862268,17.130112,16.158121,20.885958,20.484072,5.336935,2.8824131,12.274914,4.0238853,4.8769507,10.259518,9.556936,12.993059,6.5794396,13.746314
layer_6,20.129585,0.9202365,3.1576703,7.095053,5.577817,24.832249,38.9722,35.754585,42.93634,17.85717,7.8536515,29.25609,17.494421,4.739208,12.604724,17.327993,9.843169,14.446292,4.1052017,1.7082642,11.9893465,3.797295,3.8355014,15.710756
layer_7,18.890461,35.388813,2.6472292,14.121085,6.571242,5.494561,15.307042,11.205803,20.555283,23.616735,11.008936,9.720175,11.473135,23.80178,14.117469,17.279932,18.018822,6.9935975,9.125015,7.539912,6.0922008,17.587782,24.65156,15.759608
layer_8,2.8212633,8.749662,0.7054746,22.739666,13.460935,25.965029,0.9643534,4.095386,0.3730718,15.263895,6.7974105,32.34533,13.984777,14.488606,19.416857,32.67433,20.62227,6.010622,10.909395,11.262983,10.824452,9.086271,12.3383465,9.20175
layer_9,15.830524,13.020515,12.321864,3.3907611,8.775889,5.075708,33.3443,36.292767,23.307907,6.201339,5.046767,6.7982473,14.785568,6.94616,13.7097845,6.810157,10.3921995,11.383003,15.976716,1.6165296,16.732578,7.7644835,12.692725,6.2886157
