,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,36.0,54.0,25.0,67.0,65.0,22.0,30.0,58.0,44.0,51.0,63.0,23.0
layer_1,69.0,57.0,79.0,3.0,25.0,22.0,16.0,30.0,3.0,3.0,77.0,30.0
layer_2,33.0,3.0,48.0,42.0,10.0,41.0,4.0,52.0,45.0,88.0,78.0,3.0
layer_3,3.0,4.0,42.0,8.0,3.0,3.0,49.0,58.0,34.0,3.0,3.0,12.0
layer_4,3.0,4.0,3.0,16.0,3.0,4.0,4.0,37.0,3.0,3.0,3.0,46.0
layer_5,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0
layer_6,4.0,3.0,3.0,3.0,10.0,3.0,3.0,3.0,7.0,4.0,3.0,3.0
layer_7,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
layer_8,3.0,3.0,3.0,3.0,3.0,3.0,13.0,3.0,3.0,3.0,3.0,3.0
layer_9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,3.0,3.0,3.0
layer_10,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
layer_11,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,57.0,3.0,3.0,3.0
