,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0046071154,0.070642434,0.0,0.0,0.0007678526,0.0038392628,0.0,0.0007678526,0.0005119017,0.0025595087,0.00025595084,0.0,0.0151011,0.0069106733,0.0,0.034297414,0.0,0.03327361,0.0,0.00025595084,0.0,0.01791656,0.0,0.0
1,0.0,0.0,0.0,0.00025595084,0.0,0.0,0.0,0.0,0.02124392,0.0,0.0,0.0,0.00025595084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025595084,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.011517788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007422575,0.0,0.001791656
4,0.0,0.0,0.0,0.009214231,0.0,0.0030714103,0.0,0.0,0.0,0.0,0.0,0.0025595087,0.0,0.008446379,0.0,0.0,0.0,0.0007678526,0.0,0.00025595084,0.0,0.0,0.0,0.0012797543
5,0.0,0.007166624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058868695,0.0,0.0005119017,0.0038392628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015357052,0.019196315
6,0.0043511647,0.0,0.0,0.0,0.0,0.01484515,0.00025595084,0.0,0.0012797543,0.0020476067,0.0,0.0005119017,0.00025595084,0.0,0.0,0.0,0.0,0.0030714103,0.0,0.0,0.0,0.0,0.012541592,0.044023547
7,0.001791656,0.0076785255,0.0,0.0,0.0,0.0,0.0,0.0,0.008702329,0.015868952,0.019964166,0.0,0.0,0.017660609,0.0,0.0,0.0007678526,0.0,0.0005119017,0.0,0.0,0.0005119017,0.0015357052,0.0
8,0.00025595084,0.00025595084,0.0,0.0,0.004863066,0.045559254,0.0,0.0,0.0,0.007422575,0.0010238034,0.010493985,0.0010238034,0.0012797543,0.005374968,0.0020476067,0.0,0.0,0.0046071154,0.0,0.0,0.0,0.0012797543,0.0
9,0.0,0.004863066,0.00025595084,0.0,0.0,0.0,0.00025595084,0.0007678526,0.02098797,0.0,0.0,0.0,0.0005119017,0.0,0.0,0.0,0.0005119017,0.0,0.001791656,0.0,0.016636806,0.0,0.0,0.00025595084
10,0.0005119017,0.00025595084,0.0,0.0,0.0,0.0,0.0,0.005630919,0.0,0.0,0.0,0.0,0.024315331,0.0,0.0023035577,0.0,0.003327361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0025595087,0.0005119017,0.003327361,0.0,0.00025595084,0.0,0.0015357052,0.0,0.0,0.013309444,0.00025595084,0.0028154594,0.0,0.003327361,0.0063987714,0.016892757,0.017660609,0.005630919,0.0028154594,0.008702329,0.0015357052
12,0.0,0.001791656,0.0,0.0,0.0,0.036600973,0.0025595087,0.0023035577,0.0,0.0007678526,0.0007678526,0.00025595084,0.0,0.0,0.0,0.0,0.0015357052,0.0015357052,0.0,0.0,0.0,0.0,0.011773739,0.0028154594
13,0.0,0.006654722,0.0007678526,0.0012797543,0.0010238034,0.00025595084,0.06373176,0.0038392628,0.0,0.012029691,0.00025595084,0.005630919,0.0,0.0,0.0,0.001791656,0.0,0.00025595084,0.0023035577,0.015613003,0.0007678526,0.0,0.0,0.0005119017
14,0.0058868695,0.0,0.0,0.028154595,0.00025595084,0.011261838,0.0007678526,0.008446379,0.0,0.0015357052,0.0025595087,0.0007678526,0.0,0.0,0.0,0.0015357052,0.00025595084,0.0030714103,0.0,0.003583312,0.007934476,0.0007678526,0.0,0.0
15,0.0,0.0010238034,0.008190427,0.0012797543,0.0007678526,0.0005119017,0.0,0.0,0.0005119017,0.0,0.02380343,0.006654722,0.00025595084,0.0,0.00025595084,0.0012797543,0.0015357052,0.005630919,0.0,0.0,0.0,0.0015357052,0.00025595084,0.0025595087
16,0.025595086,0.0051190173,0.0,0.0,0.0,0.0,0.0015357052,0.0,0.0,0.00025595084,0.0,0.0007678526,0.0005119017,0.00025595084,0.0,0.0,0.0,0.0,0.001791656,0.0,0.0010238034,0.00025595084,0.0007678526,0.0005119017
17,0.0007678526,0.0,0.0,0.0,0.0,0.0005119017,0.0012797543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023035577,0.0005119017,0.0,0.00025595084,0.0,0.0005119017,0.0,0.0,0.0
18,0.0,0.00025595084,0.0,0.0,0.0,0.0,0.0,0.0005119017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025595084,0.0,0.0,0.0,0.0005119017,0.0
19,0.0007678526,0.0012797543,0.0,0.0,0.0,0.0,0.0007678526,0.0010238034,0.0,0.0012797543,0.0,0.0010238034,0.0,0.00025595084,0.0,0.0,0.0,0.0,0.00025595084,0.0,0.00025595084,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.00025595084,0.0,0.00025595084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007678526,0.0,0.0,0.00025595084,0.00025595084,0.0,0.0
21,0.009214231,0.00025595084,0.0012797543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012797543,0.0,0.0,0.0,0.0,0.00025595084,0.0,0.0,0.00025595084,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023035577,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0012797543,0.0,0.017660609,0.005374968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005119017,0.0005119017,0.0,0.0005119017,0.00025595084,0.0,0.0,0.0012797543,0.0,0.0,0.0007678526
24,0.0,0.00025595084,0.0,0.0,0.0,0.0,0.0010238034,0.003327361,0.0,0.0,0.0,0.008190427,0.0007678526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025595084
25,0.0,0.0005119017,0.0,0.0063987714,0.0,0.0,0.0005119017,0.0,0.001791656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010238034,0.0,0.0038392628
26,0.0,0.0007678526,0.0010238034,0.0,0.00025595084,0.0,0.0,0.0007678526,0.0,0.0,0.0,0.0,0.0015357052,0.0030714103,0.00025595084,0.018684413,0.00025595084,0.0010238034,0.0015357052,0.0020476067,0.0005119017,0.0,0.0,0.00025595084
27,0.0007678526,0.0005119017,0.0,0.0,0.0,0.005374968,0.0,0.0,0.0,0.0012797543,0.0,0.035321217,0.0,0.0,0.0,0.0,0.0,0.0,0.0010238034,0.0,0.0,0.0012797543,0.0,0.00025595084
