,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,16.0,221.0,844.0,33.0,0.0,0.0,70.0,107.0,201.0,176.0,114.0,9.0,1.0,321.0,729.0,1.0
layer_1,255.0,3.0,4.0,0.0,202.0,0.0,7.0,33.0,0.0,4.0,1.0,62.0,27.0,0.0,11.0,0.0
layer_2,18.0,63.0,54.0,2.0,9.0,32.0,65.0,15.0,61.0,11.0,13.0,15.0,43.0,22.0,44.0,20.0
layer_3,28.0,3.0,54.0,1.0,263.0,230.0,0.0,0.0,8.0,28.0,11.0,268.0,3.0,88.0,495.0,211.0
layer_4,324.0,27.0,248.0,4.0,153.0,419.0,30.0,88.0,237.0,12.0,215.0,35.0,34.0,8.0,122.0,133.0
layer_5,0.0,29.0,0.0,278.0,201.0,124.0,204.0,0.0,12.0,326.0,6.0,0.0,77.0,1.0,405.0,0.0
layer_6,7.0,0.0,122.0,9.0,200.0,305.0,139.0,15.0,2.0,334.0,57.0,262.0,375.0,1.0,275.0,442.0
layer_7,18.0,29.0,172.0,90.0,76.0,202.0,11.0,10.0,26.0,332.0,0.0,0.0,72.0,142.0,113.0,145.0
layer_8,402.0,5.0,168.0,101.0,28.0,0.0,24.0,114.0,104.0,1.0,117.0,281.0,173.0,29.0,0.0,26.0
layer_9,108.0,200.0,6.0,0.0,35.0,59.0,79.0,194.0,202.0,98.0,7.0,143.0,21.0,178.0,0.0,0.0
layer_10,75.0,75.0,149.0,124.0,967.0,913.0,5.0,28.0,246.0,19.0,312.0,86.0,138.0,24.0,30.0,127.0
layer_11,360.0,232.0,39.0,139.0,557.0,158.0,289.0,189.0,151.0,45.0,115.0,10.0,35.0,315.0,7.0,1.0
layer_12,78.0,83.0,136.0,183.0,311.0,154.0,20.0,14.0,5.0,65.0,0.0,1.0,196.0,215.0,1.0,0.0
layer_13,137.0,153.0,23.0,43.0,0.0,1.0,127.0,0.0,220.0,139.0,78.0,142.0,4.0,12.0,419.0,5.0
layer_14,51.0,51.0,218.0,141.0,208.0,9.0,266.0,173.0,19.0,4.0,260.0,604.0,107.0,10.0,2.0,220.0
layer_15,396.0,337.0,18.0,7.0,169.0,50.0,777.0,586.0,147.0,297.0,0.0,106.0,223.0,11.0,411.0,370.0
layer_16,582.0,551.0,202.0,64.0,182.0,340.0,7.0,85.0,39.0,303.0,16.0,41.0,0.0,5.0,59.0,0.0
layer_17,4.0,16.0,202.0,71.0,0.0,27.0,209.0,132.0,0.0,0.0,68.0,121.0,77.0,123.0,40.0,115.0
layer_18,10.0,14.0,21.0,108.0,4.0,98.0,128.0,209.0,1.0,295.0,9.0,377.0,241.0,170.0,99.0,196.0
layer_19,200.0,211.0,128.0,379.0,261.0,237.0,139.0,242.0,4.0,10.0,1.0,1.0,128.0,415.0,156.0,42.0
layer_20,829.0,686.0,224.0,160.0,97.0,73.0,33.0,71.0,33.0,140.0,18.0,49.0,76.0,44.0,86.0,158.0
layer_21,121.0,67.0,30.0,48.0,61.0,67.0,12.0,123.0,235.0,121.0,175.0,166.0,32.0,23.0,137.0,542.0
layer_22,105.0,333.0,409.0,612.0,1.0,41.0,124.0,7.0,516.0,770.0,115.0,109.0,134.0,215.0,598.0,334.0
layer_23,74.0,162.0,8.0,1.0,287.0,224.0,267.0,255.0,0.0,26.0,169.0,51.0,144.0,131.0,60.0,32.0
layer_24,5.0,47.0,804.0,303.0,376.0,424.0,201.0,409.0,1.0,3.0,2.0,99.0,3.0,0.0,231.0,315.0
layer_25,42.0,28.0,37.0,228.0,389.0,362.0,23.0,130.0,84.0,151.0,172.0,4.0,1.0,0.0,40.0,22.0
layer_26,128.0,2.0,36.0,143.0,23.0,19.0,288.0,24.0,10.0,357.0,25.0,10.0,15.0,87.0,35.0,232.0
layer_27,121.0,0.0,524.0,235.0,105.0,2.0,47.0,82.0,39.0,87.0,0.0,0.0,42.0,2.0,39.0,164.0
layer_28,48.0,26.0,1.0,0.0,4.0,4.0,12.0,28.0,2.0,8.0,1.0,1.0,10.0,1.0,0.0,0.0
layer_29,7.0,4.0,2.0,0.0,0.0,50.0,28.0,0.0,0.0,0.0,32.0,70.0,247.0,4.0,13.0,190.0
layer_30,3.0,4.0,4.0,0.0,0.0,13.0,83.0,1.0,2.0,1.0,66.0,84.0,0.0,1.0,8.0,81.0
layer_31,35.0,1.0,4.0,45.0,180.0,22.0,1.0,3.0,11.0,11.0,57.0,5.0,0.0,3.0,2.0,0.0
layer_32,0.0,9.0,0.0,2.0,1.0,0.0,5.0,0.0,64.0,3.0,6.0,27.0,2.0,0.0,0.0,0.0
layer_33,1.0,0.0,0.0,0.0,41.0,1.0,1.0,23.0,8.0,20.0,16.0,7.0,0.0,6.0,0.0,0.0
layer_34,2.0,0.0,0.0,0.0,120.0,43.0,0.0,0.0,0.0,16.0,15.0,6.0,0.0,0.0,1.0,0.0
layer_35,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,4.0,12.0,4.0,4.0,0.0,0.0,3.0,1.0
layer_36,0.0,5.0,18.0,3.0,6.0,5.0,0.0,0.0,5.0,8.0,2.0,0.0,0.0,61.0,65.0,2.0
