,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,139.88962,66.32205,463.94888,21.855309,26.163616,29.746323,40.05899,75.67514,34.0697,5.332055,38.962692,137.34673,22.491753,8.017124,4.6683164,35.278137,11.140819,139.8743,8.88382,13.164517,104.7119,82.326935,32.781208,108.344864,272.1427,43.738266,65.261734,26.144659,3.4749062,0.714203,14.796381,0.9904391
layer_1,45.859047,51.527,10.818871,17.835276,78.364006,24.853962,35.007454,3.2682307,5.789087,8.474274,50.881134,72.85305,16.404978,57.518692,3.7604206,26.463095,74.880684,46.022274,195.55186,6.9865565,217.90985,4.5897856,1.0207593,0.10418879,130.96786,3.809326,71.60035,14.8439,54.76595,23.508717,108.10283,32.68156
layer_2,7.7594175,5.0262947,32.17357,7.32758,30.584703,15.98172,9.967974,88.90564,67.885994,16.037502,4.64275,22.845947,18.72701,7.116586,2.1714778,2.8387375,32.064316,27.123209,9.003584,43.171265,0.24179165,16.305897,21.247976,10.270301,14.168248,77.88635,0.60205,5.151418,8.2573595,5.853659,21.49387,19.953255
layer_3,13.634677,11.459865,28.007553,11.369922,54.614563,54.670902,50.265568,94.071144,51.711742,12.525143,36.539913,90.296875,36.57608,45.558186,93.16004,80.39871,32.37262,121.708405,124.10372,55.641754,11.534325,54.902058,45.500313,24.38071,48.99526,58.287983,9.853901,16.790585,63.16677,48.640934,66.77199,63.39298
layer_4,7.234794,40.05905,43.037125,19.408358,44.821247,53.40657,36.02639,100.48968,53.8064,52.77737,48.229847,33.18192,215.15965,173.0817,53.061184,65.24711,1.3087269,48.15822,35.67303,7.7200656,14.737224,6.5712214,25.380453,81.06589,98.60206,38.97452,41.970753,42.74156,11.799699,3.1598632,6.0696306,58.32801
layer_5,19.582466,19.645515,80.5615,87.52035,24.928183,6.8527985,20.785675,7.975788,3.8039794,2.0805545,0.82098186,0.038291797,94.382355,156.32515,150.24695,71.56775,82.90301,92.32299,37.888283,63.244576,51.724037,11.063351,9.136297,13.475093,33.294975,63.72812,32.74776,51.251823,58.94989,35.79938,47.595413,72.40474
layer_6,218.9583,57.304085,168.11105,101.85291,47.90839,124.73871,121.698265,90.22171,6.500769,4.7659283,7.26759,1.2134633,29.311459,46.73194,17.453863,98.107056,73.1668,39.52416,38.432888,102.26956,27.394842,62.894485,107.611595,45.616447,56.86593,52.101795,42.086605,41.389423,40.03287,92.31442,73.86555,93.54173
layer_7,66.4312,84.25001,32.980873,28.144411,165.87285,3.985799,15.247957,78.72182,43.963074,4.3301697,44.413975,42.353596,6.4131904,48.03021,75.97299,52.740738,100.88711,52.456135,18.207417,53.808872,38.7258,64.73356,33.13161,31.844894,44.208508,67.064674,55.3043,38.6037,7.456588,9.665359,14.615241,102.6915
layer_8,54.64617,58.374935,49.984615,53.54415,28.44597,62.1511,63.33203,71.797134,126.202614,109.28867,51.61494,108.722305,72.03031,113.7806,98.52059,64.14421,23.050556,2.3762138,7.5573387,0.5385139,18.162231,22.375763,76.41852,39.436337,47.16032,46.727936,323.81458,43.136124,40.873093,108.33627,29.164759,41.220222
layer_9,90.65749,44.846897,41.933533,56.67809,102.10959,95.29565,71.83897,62.98397,1.8292377,19.74568,3.2016037,105.63978,10.029574,85.65656,90.124435,112.87075,5.6730466,0.9172461,24.93966,55.19398,56.338135,18.541277,29.58683,76.0283,12.477085,64.2754,232.18578,24.616726,280.04196,83.79336,31.506346,46.473606
layer_10,50.5594,1.9875828,4.0259304,57.387115,40.273354,87.756935,3.8589292,46.34353,68.424416,56.706722,60.112316,54.925304,62.44688,14.461248,6.505365,41.885483,109.32527,28.652111,37.43799,63.259537,5.6320343,9.861066,10.798242,1.018766,10.05495,20.216997,9.871913,48.3208,33.997982,67.71908,13.015084,13.165436
layer_11,9.363458,12.018039,16.702541,41.813034,13.778721,10.078364,4.531903,3.9424145,52.152596,100.985916,49.942924,164.52528,4.0432425,2.6014998,10.06089,5.77215,22.57789,33.991623,5.892145,26.710955,9.789517,34.789154,24.154516,11.132131,15.041597,25.10426,13.859225,22.819477,30.76206,23.595396,55.75511,65.974144
layer_12,17.035902,14.766829,27.317259,100.93256,4.820908,6.830437,6.6316743,4.9056506,40.189014,76.90525,19.42325,25.104572,3.0800703,6.3274264,2.5821755,4.37793,10.259167,39.281933,3.9991734,57.222687,24.9189,69.726006,36.61786,39.923325,25.433163,36.083973,42.234272,44.320675,7.0616903,4.3510528,25.487402,2.9727135
