,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,1.8102285,3.791351,0.5530934,1.4063278,2.0426428,3.7273357,2.4347496,1.5554761,3.372058,1.9330679,10.799186,3.126837
layer_1,0.897423,8.036046,0.9224859,1.41787,0.42709458,1.0128977,0.12774369,1.0616785,0.8978665,0.8611206,2.3548338,0.74064755
layer_2,13.998421,3.372893,0.4295636,0.6646245,0.6470277,0.90736735,0.39188695,1.0500243,0.76001287,13.998522,1.7276053,3.3303757
layer_3,0.04022035,1.441261,0.31685612,3.1128297,0.7993971,0.49699554,0.4354019,0.8694947,1.9261249,10.9584465,6.457843,1.2904065
layer_4,3.4519901,1.2228943,0.19745015,0.036582466,1.9639603,7.3038926,1.2253835,0.7464864,0.675916,1.525582,1.3364468,6.918174
layer_5,2.8417046,0.18539284,0.4990739,0.6718676,1.440567,0.3909757,0.47981513,4.3727245,1.4780099,10.501187,1.3468486,0.81742966
layer_6,0.7646127,0.45880997,0.7111784,0.41786003,1.3780015,5.3083925,4.1086597,1.1169664,0.5603918,1.6142789,0.67098004,0.4368278
layer_7,0.87856025,3.5781457,4.110395,0.49236828,1.4904358,3.3749478,2.5032985,0.26899597,1.3656847,1.2107365,4.917552,0.36403677
layer_8,1.0342462,0.67938364,1.8700513,0.74442893,0.80653554,2.0187697,0.37438828,1.688148,1.246034,1.4323066,1.9687006,1.5873715
layer_9,1.4346024,1.384576,1.0619209,1.0507964,0.8847697,1.9180372,0.34916678,4.8870225,1.1454159,0.44414067,1.2324557,0.4531264
layer_10,0.8591336,0.20888428,0.6850016,0.28801295,0.33449152,0.37571868,0.74479,0.481873,1.2086719,0.39032108,0.94028974,1.8721309
layer_11,0.2287843,0.3733072,1.5343531,0.26314816,0.41615722,0.58461714,0.28835076,0.1970494,1.2323726,1.3489592,0.4305198,0.21673095
