,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,97.0,3.0,229.0,0.0,46.0,13.0,32.0,13.0,3.0,6.0,42.0,0.0
layer_1,0.0,95.0,20.0,0.0,7.0,72.0,19.0,1.0,5.0,95.0,25.0,1.0
layer_2,0.0,0.0,20.0,0.0,6.0,7.0,0.0,1.0,0.0,9.0,0.0,0.0
layer_3,18.0,0.0,2.0,4.0,37.0,1.0,5.0,1.0,9.0,1.0,0.0,0.0
layer_4,19.0,45.0,15.0,16.0,132.0,189.0,56.0,21.0,108.0,4.0,146.0,20.0
layer_5,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,18.0,43.0
layer_6,0.0,19.0,84.0,491.0,39.0,1.0,1.0,0.0,41.0,10.0,3.0,25.0
layer_7,55.0,6.0,2.0,260.0,35.0,251.0,5.0,2.0,0.0,0.0,0.0,0.0
layer_8,3.0,164.0,10.0,0.0,116.0,146.0,0.0,58.0,63.0,28.0,206.0,260.0
layer_9,0.0,603.0,3.0,0.0,24.0,430.0,2.0,31.0,273.0,1.0,7.0,392.0
layer_10,14.0,5.0,42.0,302.0,41.0,2.0,36.0,6.0,12.0,11.0,4.0,290.0
layer_11,103.0,7.0,15.0,32.0,18.0,89.0,79.0,15.0,204.0,8.0,244.0,24.0
