,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,23.0,61.0,0.0,41.0,311.0,96.0,210.0,217.0,5.0,320.0,0.0,19.0
layer_1,14.0,0.0,0.0,71.0,1.0,207.0,100.0,5.0,7.0,0.0,167.0,0.0
layer_2,18.0,2.0,44.0,135.0,4.0,0.0,58.0,6.0,0.0,0.0,61.0,0.0
layer_3,45.0,0.0,6.0,108.0,0.0,2.0,0.0,4.0,1.0,101.0,34.0,4.0
layer_4,0.0,7.0,2.0,0.0,17.0,50.0,2.0,200.0,0.0,259.0,30.0,223.0
layer_5,5.0,1.0,0.0,163.0,13.0,135.0,0.0,0.0,0.0,1.0,0.0,49.0
layer_6,155.0,0.0,109.0,0.0,73.0,0.0,208.0,0.0,0.0,0.0,49.0,6.0
layer_7,76.0,113.0,72.0,199.0,186.0,25.0,100.0,28.0,105.0,196.0,6.0,0.0
layer_8,6.0,149.0,11.0,237.0,34.0,66.0,4.0,40.0,134.0,93.0,186.0,242.0
layer_9,7.0,14.0,0.0,103.0,27.0,41.0,11.0,34.0,57.0,66.0,125.0,48.0
layer_10,24.0,0.0,6.0,62.0,19.0,18.0,2.0,123.0,112.0,18.0,6.0,27.0
layer_11,25.0,5.0,10.0,25.0,0.0,142.0,4.0,12.0,0.0,38.0,0.0,7.0
