,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,0,5,36,1,1,1,0,11,28,16,25,31
layer_1,1,19,26,3,29,0,0,0,0,37,26,15
layer_2,2,0,16,0,0,0,0,11,0,6,21,2
layer_3,0,0,46,5,0,30,0,0,0,0,0,0
layer_4,0,0,22,35,0,0,0,0,2,0,0,1
layer_5,4,0,0,57,0,9,0,0,0,1,0,0
layer_6,18,7,24,9,41,2,0,0,0,0,0,0
layer_7,0,2,0,5,1,37,0,1,0,6,2,16
layer_8,0,26,0,0,0,0,0,4,0,0,0,31
layer_9,0,5,0,0,5,11,49,10,1,0,40,0
layer_10,1,5,4,17,0,0,0,14,0,26,27,40
layer_11,30,20,20,0,0,0,7,10,8,6,0,4
