,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,2,10,6,0,2,5,6,4,47,2,59,25
layer_1,10,2,31,1,12,2,0,0,4,9,33,1
layer_2,2,9,26,0,1,4,0,23,2,1,4,0
layer_3,0,1,6,4,0,28,0,0,2,0,0,0
layer_4,0,1,20,12,0,1,0,0,4,0,0,3
layer_5,16,13,0,16,1,31,2,0,0,0,0,2
layer_6,22,14,3,21,8,14,0,3,0,1,0,0
layer_7,0,69,0,5,1,1,5,12,0,13,0,2
layer_8,0,45,0,1,0,0,1,3,0,0,0,23
layer_9,3,4,0,0,2,2,24,62,2,1,10,0
layer_10,2,9,1,8,0,0,0,1,0,20,26,7
layer_11,10,17,2,0,0,0,8,5,1,0,1,7
