,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,84.349525,41.283142,111.59698,66.71955,60.81691,49.544994,54.92394,117.48108,70.99921,46.56574,69.25033,38.755116
layer_1,26.024393,186.32738,337.94458,25.232409,74.83537,41.13457,124.019165,23.13252,33.666504,199.72282,50.864117,29.801592
layer_2,28.154573,25.314604,246.35976,64.32436,31.172285,94.2982,32.08371,60.899403,29.340378,176.53233,28.925615,23.007961
layer_3,146.49712,17.324633,56.04161,73.93125,84.48376,28.227545,53.726154,30.731157,28.902052,63.469868,39.157978,127.890045
layer_4,194.79819,183.71008,45.023144,445.51877,329.4771,191.141,253.55904,65.92154,232.74364,114.67944,113.64102,50.050682
layer_5,2.7793555,32.243248,22.318954,121.276085,84.19947,5.3066998,16.049349,91.361435,28.58594,25.303825,257.52292,131.81927
layer_6,10.041758,280.48544,115.85453,280.9891,45.533993,6.0514755,4.3990703,39.889397,180.59276,166.84676,193.73604,75.18711
layer_7,78.82617,90.06278,33.43727,441.06128,34.157013,166.59344,165.37929,24.480305,34.33519,60.11242,44.590122,58.567802
layer_8,7.5746427,63.569004,24.310738,29.56635,362.85052,121.60391,53.737072,37.063286,449.10593,48.080647,125.53544,299.46884
layer_9,35.117867,196.3041,21.67694,152.52928,50.639744,228.9033,72.845985,64.81989,514.8389,22.405285,12.730074,192.10568
layer_10,125.54523,41.43845,333.2342,237.05707,215.3073,97.67404,53.346184,40.858807,254.40294,164.83795,107.60509,246.05455
layer_11,256.15594,141.51637,169.52272,21.710512,394.68118,23.820469,111.09661,26.149734,590.99713,3.9154599,151.025,355.6503
