,0,1,2,3,4,5,6,7,8,9,10,11
0,0.12568305,0.016393442,0.021857923,0.032786883,0.12021858,0.038251366,0.17213115,0.114754096,0.1557377,0.13387978,0.05191257,0.18032786
1,0.0054644807,0.0,0.0,0.0,0.0,0.008196721,0.0,0.016393442,0.0,0.0,0.0027322404,0.040983606
2,0.027322404,0.0054644807,0.0,0.0,0.008196721,0.0,0.030054646,0.0054644807,0.0,0.027322404,0.0,0.0054644807
3,0.024590164,0.0,0.0,0.016393442,0.024590164,0.019125683,0.0,0.0,0.0027322404,0.0,0.0,0.021857923
4,0.013661202,0.008196721,0.0,0.0027322404,0.010928961,0.0,0.0027322404,0.0054644807,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019125683,0.0027322404,0.0
6,0.0,0.0027322404,0.0,0.0,0.008196721,0.0,0.0,0.0,0.0,0.027322404,0.0,0.027322404
7,0.008196721,0.0,0.0027322404,0.0,0.027322404,0.021857923,0.0,0.0,0.0054644807,0.0027322404,0.0027322404,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027322404,0.0,0.016393442,0.0,0.0
9,0.0,0.0,0.0027322404,0.0,0.0,0.0054644807,0.0,0.0027322404,0.057377048,0.0,0.0,0.0
10,0.016393442,0.0,0.05191257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027322404,0.0
11,0.0,0.0,0.027322404,0.0,0.0,0.0027322404,0.0,0.0,0.26775956,0.035519127,0.0,0.0
