,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,18.421488,0.7177609,17.65114,2.1720052,9.725767,0.83788764,19.4581,27.749365,17.01948,19.136003,13.483944,16.594963
layer_1,27.715158,24.947544,22.558369,14.506761,20.532364,14.875067,16.439724,18.254992,15.976906,14.555211,21.575035,2.5122123
layer_2,24.121458,14.652063,27.534546,23.171936,19.972816,28.590443,16.192856,18.89908,27.139387,38.66862,25.719706,17.319565
layer_3,8.68509,18.344486,20.291328,15.1950245,12.227158,14.292073,25.21249,37.498352,22.947777,18.136919,14.982036,21.955458
layer_4,14.7501745,15.87256,11.900414,23.611982,10.034504,14.826476,22.085526,14.20638,12.865473,16.372892,9.994885,27.583023
layer_5,11.350324,9.040284,17.020483,15.523313,13.8784275,9.883999,12.953951,10.00787,11.547725,10.805276,10.492458,10.510044
layer_6,17.466866,10.323154,10.731203,11.652986,17.503601,14.53953,10.617523,14.795576,18.31764,9.226178,11.268092,12.791626
layer_7,18.266708,9.558325,9.122011,12.061457,11.804033,12.133562,10.090931,9.857359,12.993559,10.512324,9.598239,9.760478
layer_8,10.491938,9.700435,9.900275,9.878377,9.465976,13.280405,15.548468,13.522509,10.187611,9.552975,11.968401,14.811909
layer_9,9.853057,9.081146,10.064022,15.599827,9.373291,9.59145,9.431906,10.879185,15.315491,9.297982,10.33693,9.458821
layer_10,10.887793,10.297912,9.865328,9.671681,11.607639,11.58398,9.752553,10.037737,10.058679,13.766321,10.335757,9.91246
layer_11,12.657319,10.568627,9.850408,11.537924,11.224742,12.320393,10.6391,10.69184,16.470129,10.319944,11.080006,11.080283
