,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,35,41,51,153,42,46,0,43,37,0,3,51
layer_1,43,54,0,161,0,61,118,169,22,75,4,32
layer_2,65,1,327,7,4,562,23,0,83,56,103,0
layer_3,182,6,38,4,46,132,95,173,10,2,0,48
layer_4,34,42,23,19,11,24,32,55,148,71,54,36
layer_5,56,25,32,15,59,67,69,19,22,31,25,43
layer_6,11,11,15,25,67,7,20,7,76,28,50,15
layer_7,43,38,24,26,22,47,57,15,26,48,19,20
layer_8,51,24,44,20,12,41,19,36,22,36,36,51
layer_9,36,19,21,31,42,34,43,35,13,13,20,34
layer_10,11,47,25,18,17,23,25,14,17,23,14,31
layer_11,41,31,6,52,42,32,34,34,36,17,33,28
