,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,12.0,1.0,55.0,0.0,0.0,0.0,4.0,12.0,25.0,6.0,53.0,2.0
layer_1,47.0,18.0,0.0,1.0,0.0,36.0,1.0,29.0,0.0,57.0,0.0,0.0
layer_2,0.0,0.0,36.0,2.0,1.0,0.0,43.0,0.0,0.0,1.0,1.0,0.0
layer_3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
layer_4,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
layer_5,0.0,0.0,1.0,3.0,0.0,21.0,1.0,70.0,36.0,0.0,8.0,0.0
layer_6,18.0,0.0,7.0,67.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,0.0
layer_7,0.0,3.0,0.0,57.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,4.0
layer_8,1.0,1.0,5.0,5.0,0.0,0.0,8.0,49.0,27.0,0.0,0.0,0.0
layer_9,0.0,2.0,0.0,64.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0
layer_10,32.0,0.0,0.0,0.0,0.0,44.0,5.0,0.0,0.0,41.0,0.0,0.0
layer_11,61.0,39.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,11.0,36.0,57.0
