,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,416.0,195.0,149.0,393.0,469.0,89.0,279.0,205.0,840.0,145.0,392.0,304.0
layer_1,3.0,11.0,6.0,2.0,63.0,169.0,15.0,74.0,2.0,8.0,17.0,27.0
layer_2,293.0,2.0,0.0,9.0,64.0,45.0,1.0,53.0,161.0,294.0,4.0,73.0
layer_3,20.0,42.0,4.0,361.0,283.0,360.0,2.0,8.0,3.0,228.0,77.0,305.0
layer_4,117.0,224.0,0.0,5.0,150.0,163.0,11.0,34.0,21.0,28.0,268.0,73.0
layer_5,256.0,13.0,6.0,106.0,1.0,20.0,0.0,9.0,113.0,236.0,330.0,5.0
layer_6,17.0,56.0,42.0,17.0,313.0,50.0,77.0,13.0,0.0,333.0,14.0,342.0
layer_7,33.0,35.0,169.0,0.0,378.0,263.0,0.0,0.0,103.0,22.0,379.0,82.0
layer_8,2.0,0.0,65.0,3.0,50.0,81.0,209.0,2.0,5.0,97.0,74.0,0.0
layer_9,1.0,15.0,308.0,0.0,3.0,91.0,1.0,201.0,52.0,92.0,13.0,23.0
layer_10,4.0,1.0,277.0,3.0,1.0,1.0,217.0,2.0,15.0,2.0,15.0,7.0
layer_11,1.0,3.0,106.0,29.0,54.0,55.0,1.0,12.0,35.0,19.0,1.0,1.0
