,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,42,0,58,17,15,11,7,158,92,0,47,4
layer_1,19,144,167,10,163,14,77,0,8,89,89,33
layer_2,59,0,200,19,3,75,3,56,73,178,6,5
layer_3,154,0,70,166,4,3,113,0,5,134,43,35
layer_4,144,132,2,179,170,101,198,163,115,194,48,186
layer_5,0,1,0,29,0,3,0,2,0,0,100,67
layer_6,2,24,25,93,0,0,5,0,28,193,129,13
layer_7,0,18,0,80,8,8,5,13,1,0,18,0
layer_8,0,0,5,0,41,26,1,0,59,0,15,6
layer_9,0,31,1,2,0,55,3,0,102,0,0,1
layer_10,1,1,130,25,24,235,3,0,189,80,29,30
layer_11,62,337,226,13,201,4,15,8,160,0,48,195
