,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,176.79317,200.15027,177.93956,308.73245,188.93077,172.98079,168.6045,158.1106,201.79887,166.46483,254.56763,220.97548,97.42685,233.88857,151.93565,185.30586,199.38878,165.98607,187.16003,145.74374,135.1976,107.93871,170.21028,145.22305,162.7055,135.05074,155.7621,80.66582,76.086334,238.63841,130.32089,255.43706
layer_1,391.3813,117.61345,256.0099,186.10898,200.81607,146.80176,177.32411,208.44559,178.3624,146.64038,165.3295,204.39027,183.53967,226.3512,149.15306,209.93027,147.53557,144.59361,140.4022,162.77449,152.58134,192.99864,163.23161,135.29951,133.95532,116.46504,169.19981,189.642,174.43144,203.3597,214.02937,232.89081
layer_2,213.97514,198.94424,206.11514,230.34172,208.36414,204.18349,202.61743,209.12178,213.66368,210.53947,206.33817,209.68968,210.10278,194.16191,253.18243,211.5667,223.83461,207.29315,199.81401,198.13629,210.34525,217.6033,210.89587,219.09047,211.38847,208.23662,208.98091,212.45041,210.89822,208.23225,208.1604,200.25201
layer_3,211.77922,222.15063,209.58284,207.33946,203.14345,201.95575,194.10094,214.02298,189.01253,210.48444,203.9507,201.30125,260.92154,196.6284,225.16127,171.84137,207.74295,223.27223,177.54805,213.20802,194.86174,215.81525,232.10722,196.41978,224.9944,198.6858,203.06944,225.89952,197.27417,207.02301,187.3654,209.60419
layer_4,209.94112,202.0408,194.46568,209.43468,186.77588,229.84833,148.92366,204.28795,212.3322,213.6344,185.98137,205.15944,204.37637,214.75679,207.54524,213.09128,192.22061,187.2727,196.46835,205.12169,189.97032,197.21072,180.16884,225.87207,195.61807,185.04619,204.13913,205.9089,266.9239,193.66556,207.1137,200.46602
layer_5,180.42685,198.98055,188.94684,193.80098,203.97905,182.2222,204.91133,189.29163,172.6574,178.21408,197.63916,179.0447,191.60101,181.56775,173.02173,195.29817,205.39592,202.54143,173.57721,185.41447,166.17899,165.1474,178.997,189.00987,167.60606,202.07648,174.29582,183.09282,227.0131,151.02524,202.51624,163.20157
layer_6,213.01596,193.75757,205.97733,192.85545,222.62602,183.55574,200.31172,192.8308,193.85007,191.70616,189.44626,184.78833,163.42311,203.04439,164.25505,192.59404,187.52931,215.41208,192.35272,170.61165,200.27164,188.35416,173.03241,151.08398,195.18909,196.60101,196.52095,206.56432,220.99721,211.94833,204.23042,183.20216
layer_7,230.82942,217.32294,204.45633,149.36676,192.51334,175.66054,197.93225,172.67621,170.73679,194.43396,168.25502,203.10458,204.6693,182.70361,183.7617,189.7974,209.51834,209.79921,207.15277,196.50003,203.36899,194.06773,204.89886,177.76895,206.14891,201.51996,164.84749,170.70097,180.4022,191.79199,172.05515,169.04225
layer_8,188.39296,182.06355,179.58255,187.50116,193.92426,190.96571,218.76733,200.8141,174.2599,181.47409,165.12167,184.7404,154.99539,209.07344,179.83444,174.15443,180.61247,199.65343,184.46828,178.13892,195.19298,181.59232,206.53358,187.26868,206.0517,197.20432,185.93388,171.14299,249.27368,246.45944,190.2561,196.99605
layer_9,195.56877,218.7966,190.53828,174.97758,177.68335,176.83043,189.73749,183.1919,197.24608,189.57996,196.27107,181.11798,184.9025,183.89418,181.6555,179.74167,182.99574,172.03778,177.16612,173.64592,199.30669,197.16586,185.95772,184.33453,170.52649,189.63739,192.70293,194.72151,198.24371,191.53575,173.89452,188.36629
