,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.40892947,0.34449518,0.3023846,0.325723,0.18366311,0.28513443,0.29781836,0.11973617,0.12227296,0.18873668,0.037037037,0.16083206,0.10705226,0.11466261,0.026382547,0.11212582
1,0.24505328,0.4601725,0.33181125,0.35261288,0.26078132,0.21714866,0.23338407,0.1790969,0.18822932,0.1476408,0.1288686,0.117706746,0.15068494,0.1253171,0.09944191,0.120243534
2,0.3957382,0.46879756,0.33536276,0.2739726,0.28716388,0.24403855,0.14561136,0.25114155,0.13292745,0.060375445,0.13191274,0.1288686,0.12937595,0.092846274,0.08675799,0.09690513
3,0.57331306,0.28310502,0.41907662,0.37290716,0.290208,0.19482496,0.122780316,0.16996449,0.1826484,0.07102993,0.0913242,0.074074075,0.10451548,0.10705226,0.116184674,0.053272452
4,0.41704717,0.5296804,0.16539827,0.26331812,0.30035514,0.38153222,0.36225265,0.12937595,0.145104,0.10197869,0.14561136,0.08219178,0.11364789,0.09944191,0.11669204,0.06341958
5,0.44241503,0.45256215,0.43480468,0.2810756,0.25215626,0.2283105,0.10857433,0.08422121,0.087772705,0.09994926,0.08472856,0.08117707,0.17503805,0.08066971,0.07813293,0.081684425
6,0.48452562,0.52257735,0.3409437,0.3277524,0.25469306,0.08523592,0.21613394,0.16945712,0.07864028,0.08219178,0.07813293,0.079655,0.07813293,0.07711821,0.07864028,0.10603754
7,0.38102487,0.50887877,0.17250127,0.38863522,0.025367834,0.6306443,0.14155251,0.16184677,0.093860984,0.10299341,0.095383056,0.082699135,0.0832065,0.07813293,0.07711821,0.07864028
8,0.49213597,0.0913242,0.49568745,0.5631659,0.21258244,0.123795025,0.08828006,0.2800609,0.092846274,0.08371385,0.07864028,0.072552,0.07711821,0.07711821,0.07762557,0.07711821
9,0.65956366,0.42212075,0.069000505,0.27904618,0.26889902,0.14104515,0.12328767,0.08574328,0.080162354,0.07813293,0.07813293,0.07813293,0.076610856,0.076610856,0.07711821,0.07711821
10,0.6057839,0.58346015,0.18873668,0.40690005,0.13292745,0.11567732,0.19127347,0.09436834,0.07864028,0.0761035,0.0761035,0.08219178,0.07711821,0.07711821,0.07813293,0.07711821
11,0.5119229,0.34145105,0.29325217,0.14104515,0.081684425,0.15271436,0.081684425,0.08625063,0.08066971,0.07813293,0.07813293,0.07711821,0.07711821,0.07762557,0.07711821,0.07711821
12,0.49010655,0.5393202,0.26991376,0.15271436,0.23084728,0.088787414,0.21968544,0.10197869,0.079655,0.080162354,0.07711821,0.079655,0.07813293,0.07813293,0.07711821,0.07762557
13,0.5357686,0.4084221,0.25215626,0.13191274,0.12430239,0.079655,0.07813293,0.080162354,0.08980213,0.07813293,0.08371385,0.07813293,0.076610856,0.07711821,0.08422121,0.07711821
14,0.4307458,0.3992897,0.10096398,0.20903096,0.121258244,0.10197869,0.079147644,0.079655,0.1405378,0.079655,0.07762557,0.07813293,0.07864028,0.07711821,0.07762557,0.0832065
15,0.3779807,0.6534754,0.22577372,0.11364789,0.096397765,0.08066971,0.15728056,0.07813293,0.08625063,0.07813293,0.12836124,0.07864028,0.07864028,0.07864028,0.07711821,0.07813293
16,0.71740234,0.38559106,0.088787414,0.090309486,0.0832065,0.21461187,0.07813293,0.079655,0.07813293,0.07813293,0.07864028,0.07711821,0.07762557,0.08066971,0.07711821,0.07711821
17,0.42820904,0.50634193,0.2283105,0.15372907,0.18214105,0.081684425,0.10603754,0.14104515,0.081684425,0.0832065,0.09183156,0.07762557,0.07762557,0.07813293,0.07711821,0.07711821
18,0.5398275,0.31354642,0.122780316,0.21258244,0.12480974,0.11567732,0.07864028,0.07864028,0.08422121,0.07813293,0.07813293,0.08066971,0.07762557,0.07762557,0.087772705,0.07711821
19,0.34145105,0.38356164,0.24251649,0.13546424,0.080162354,0.25621513,0.12836124,0.08625063,0.08066971,0.07813293,0.07711821,0.07711821,0.08472856,0.07711821,0.07711821,0.08472856
20,0.4824962,0.49923897,0.36022323,0.09944191,0.1263318,0.18315576,0.13495688,0.09183156,0.07813293,0.07813293,0.08117707,0.07711821,0.07762557,0.07711821,0.07711821,0.075088784
21,0.29426688,0.4662608,0.2810756,0.21562658,0.0913242,0.093860984,0.08929478,0.079147644,0.10958904,0.07711821,0.07762557,0.07711821,0.07711821,0.07711821,0.08422121,0.06240487
22,0.36225265,0.29984778,0.3500761,0.10350076,0.30644342,0.17351598,0.16590562,0.18214105,0.08472856,0.079147644,0.07711821,0.07711821,0.08117707,0.07711821,0.07711821,0.08371385
23,0.4662608,0.28259766,0.45256215,0.42465752,0.15372907,0.37189245,0.20700152,0.15423642,0.056823947,0.107559614,0.1405378,0.10705226,0.08422121,0.09436834,0.04261796,0.07711821
