,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,0,257,0,0,0,0,1,10,0,0,0,0,0,0,0,68,0,4,1,28,0,0,0,0
layer_1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_5,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,23
layer_6,2,0,0,0,0,13,45,41,41,2,0,1,5,1,1,2,0,0,0,0,7,0,5,13
layer_7,0,71,0,0,0,2,0,0,27,45,1,0,0,19,5,0,0,0,15,0,3,10,21,8
layer_8,0,0,1,0,1,3,0,0,1,0,2,25,3,8,23,33,0,0,3,0,0,0,5,0
layer_9,0,10,1,0,0,0,55,39,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
layer_10,2,5,1,1,1,0,0,4,0,0,0,0,96,5,58,0,0,0,0,0,0,0,0,0
layer_11,1,0,0,1,0,12,0,0,0,0,0,0,19,33,7,0,7,0,43,11,1,0,1,4
layer_12,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,20
layer_13,0,0,0,0,1,0,94,8,13,3,0,0,0,0,1,0,0,0,0,54,0,0,0,0
layer_14,9,0,0,21,3,61,0,0,0,8,0,0,0,0,0,1,0,2,0,0,0,0,1,2
layer_15,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,55,0,0,0,0,11,0
layer_16,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,9,0,0,0,0
layer_17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
layer_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
layer_19,0,1,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
layer_21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
layer_23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,13,0,0,0,0,0,0
layer_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
layer_26,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0
layer_27,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
