,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,684.0,21.0,1250.0,54.0,239.0,41.0,120.0,580.0,260.0,64.0,378.0,60.0
layer_1,33.0,420.0,831.0,18.0,195.0,426.0,132.0,5.0,84.0,664.0,478.0,61.0
layer_2,5.0,0.0,832.0,15.0,32.0,99.0,0.0,38.0,22.0,198.0,0.0,1.0
layer_3,762.0,0.0,39.0,89.0,199.0,2.0,15.0,64.0,31.0,73.0,1.0,16.0
layer_4,452.0,552.0,90.0,657.0,380.0,278.0,366.0,283.0,433.0,208.0,535.0,301.0
layer_5,8.0,1.0,2.0,1.0,4.0,8.0,0.0,1.0,9.0,4.0,799.0,203.0
layer_6,11.0,447.0,203.0,1029.0,193.0,5.0,11.0,0.0,132.0,397.0,96.0,86.0
layer_7,583.0,137.0,4.0,509.0,274.0,359.0,20.0,12.0,0.0,3.0,0.0,8.0
layer_8,12.0,302.0,26.0,1.0,1277.0,309.0,3.0,101.0,1241.0,56.0,969.0,925.0
layer_9,0.0,1136.0,15.0,7.0,71.0,1116.0,111.0,273.0,832.0,16.0,15.0,644.0
layer_10,422.0,62.0,1245.0,521.0,249.0,106.0,113.0,27.0,343.0,817.0,89.0,1158.0
layer_11,648.0,306.0,566.0,202.0,796.0,460.0,453.0,55.0,1076.0,29.0,1077.0,973.0
