,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,25,18,24,26,22,24,25,10,7,21,3,12,12,15,0,12
layer_1,10,33,18,18,15,18,8,21,13,9,7,8,7,6,9,8
layer_2,17,35,18,16,26,10,9,9,6,2,12,7,6,3,8,3
layer_3,44,21,41,21,14,12,7,6,13,7,4,5,5,6,7,2
layer_4,24,35,8,38,23,40,39,10,6,6,6,4,5,5,5,10
layer_5,28,23,53,20,15,7,6,7,11,6,6,6,7,6,6,6
layer_6,37,22,48,15,9,7,14,7,7,6,6,6,6,6,6,6
layer_7,23,39,15,22,3,27,32,8,18,8,7,8,6,6,6,6
layer_8,25,2,45,39,12,7,7,6,7,6,6,6,6,6,6,6
layer_9,35,32,2,23,18,10,14,6,6,6,6,6,6,6,6,6
layer_10,25,36,8,28,17,10,9,6,6,6,6,6,6,6,6,6
layer_11,18,20,16,26,8,10,6,6,6,6,6,6,6,6,6,6
layer_12,26,25,19,25,12,8,6,9,6,6,6,6,6,6,6,6
layer_13,34,19,11,23,7,6,6,7,7,6,7,6,6,6,6,6
layer_14,12,19,15,12,6,9,6,6,8,6,6,6,6,6,6,6
layer_15,28,28,7,10,7,6,22,6,6,6,7,6,6,6,6,6
layer_16,35,16,6,13,9,9,6,7,6,6,6,6,6,6,6,6
layer_17,24,19,17,9,7,6,13,12,6,6,6,6,6,6,6,6
layer_18,19,13,19,9,10,9,6,7,7,6,6,6,6,6,6,6
layer_19,15,12,39,9,7,10,25,9,6,6,6,6,6,6,6,6
layer_20,13,36,10,6,11,8,9,7,6,6,6,6,6,6,6,6
layer_21,5,27,14,16,8,14,9,7,6,6,6,6,6,6,10,6
layer_22,32,23,20,7,15,28,8,12,7,6,6,6,5,6,6,6
layer_23,17,35,19,34,15,24,23,9,6,14,6,6,6,6,8,7
