,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,0,3,2,3,3,6,13,5,4,8,1,16,10,8,2,10
layer_1,0,0,0,1,0,1,2,12,5,3,5,6,8,3,8,4
layer_2,0,2,0,0,1,0,1,14,2,2,3,7,3,0,1,3
layer_3,0,2,2,0,4,8,1,6,5,2,0,0,4,8,2,4
layer_4,0,11,0,2,4,3,18,10,6,10,7,3,11,4,8,3
layer_5,6,3,3,5,5,6,6,6,12,6,14,7,6,6,6,6
layer_6,1,9,1,8,14,7,6,10,6,9,7,6,6,6,6,6
layer_7,0,10,1,8,1,3,4,8,3,8,6,6,6,6,6,6
layer_8,0,1,6,9,9,6,11,10,8,9,6,6,6,6,6,6
layer_9,1,5,7,13,9,6,7,6,7,6,6,6,4,7,6,6
layer_10,9,2,6,4,8,6,8,7,6,7,6,14,6,6,6,6
layer_11,1,11,0,6,7,13,13,6,6,6,6,6,6,6,6,6
layer_12,10,8,20,3,5,6,8,7,6,6,6,7,6,6,6,6
layer_13,4,3,6,6,10,6,6,5,6,6,6,6,6,6,6,6
layer_14,20,6,5,7,6,8,6,7,6,6,6,6,6,6,6,6
layer_15,1,6,13,5,6,6,5,7,6,6,5,6,6,6,6,6
layer_16,0,5,7,6,5,6,6,6,6,6,6,6,6,5,6,7
layer_17,2,15,6,9,5,5,6,7,8,6,7,6,6,6,6,6
layer_18,6,3,6,5,6,8,7,6,7,7,6,6,6,6,6,6
layer_19,1,9,1,8,6,7,7,6,6,6,6,6,6,6,6,6
layer_20,3,6,6,4,7,7,4,7,6,6,5,6,6,6,6,6
layer_21,10,0,4,10,6,7,5,6,7,6,6,6,6,6,3,7
layer_22,0,1,11,8,1,7,6,9,6,7,6,6,2,6,6,7
layer_23,1,2,3,18,6,11,4,6,12,14,7,6,4,8,5,9
