,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,123,91,95,133,43,140,104,122,114,166,14,120,102,94,28,96
layer_1,117,250,156,229,157,214,150,212,197,177,167,174,140,118,139,100
layer_2,217,261,188,164,216,227,198,174,185,133,179,144,157,142,136,121
layer_3,381,108,309,204,242,223,164,92,185,122,153,70,132,133,125,66
layer_4,164,263,82,197,255,277,252,129,164,139,141,129,104,106,119,101
layer_5,274,267,256,94,97,138,82,61,58,41,41,40,94,40,40,43
layer_6,369,268,97,148,174,70,57,69,40,40,40,40,42,40,40,57
layer_7,136,321,45,336,9,342,47,50,69,40,40,38,40,40,40,40
layer_8,278,14,364,257,68,158,57,49,65,46,41,41,40,40,41,40
layer_9,385,374,29,148,149,82,41,45,46,40,40,40,43,43,42,40
layer_10,326,392,101,86,76,92,100,55,40,43,41,45,40,40,38,40
layer_11,189,286,219,229,50,115,45,47,42,40,43,40,40,40,40,40
layer_12,358,247,114,140,67,77,54,65,40,43,40,42,40,40,40,40
layer_13,353,370,123,117,42,62,43,53,41,41,42,40,40,40,35,40
layer_14,244,148,90,108,39,90,53,42,42,41,40,40,40,40,40,42
layer_15,329,338,86,60,50,41,94,45,42,40,73,40,41,40,40,40
layer_16,391,199,50,50,77,147,40,42,41,40,40,40,40,40,40,40
layer_17,102,231,304,174,47,47,40,124,40,40,40,40,40,41,39,40
layer_18,234,268,98,131,56,45,40,44,40,40,40,40,40,40,40,40
layer_19,132,235,238,66,42,90,64,40,40,41,40,40,41,40,40,39
layer_20,288,218,257,58,53,43,110,59,40,40,41,40,40,40,40,40
layer_21,151,365,118,168,45,47,42,40,46,40,40,40,40,40,55,42
layer_22,226,242,262,43,261,46,45,158,40,40,40,40,114,40,40,41
layer_23,233,120,372,314,106,319,194,27,33,109,84,83,58,51,48,67
