,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,42.0,0.0,47.0,2.0,18.0,0.0,49.0,29.0,32.0,45.0,30.0,46.0
layer_1,31.0,41.0,39.0,47.0,47.0,45.0,45.0,47.0,47.0,47.0,4.0,13.0
layer_2,48.0,46.0,25.0,38.0,35.0,33.0,47.0,29.0,47.0,31.0,44.0,47.0
layer_3,47.0,46.0,23.0,44.0,47.0,47.0,28.0,38.0,41.0,45.0,47.0,42.0
layer_4,48.0,41.0,47.0,36.0,47.0,41.0,47.0,33.0,47.0,46.0,47.0,20.0
layer_5,47.0,47.0,40.0,40.0,49.0,47.0,48.0,46.0,47.0,47.0,43.0,47.0
layer_6,40.0,46.0,47.0,47.0,46.0,47.0,47.0,47.0,45.0,47.0,47.0,43.0
layer_7,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,44.0,47.0,47.0
layer_8,47.0,47.0,48.0,47.0,49.0,46.0,47.0,50.0,45.0,47.0,47.0,47.0
layer_9,46.0,47.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,42.0,47.0
layer_10,47.0,47.0,47.0,47.0,47.0,48.0,47.0,47.0,47.0,44.0,47.0,47.0
layer_11,22.0,47.0,47.0,43.0,47.0,47.0,47.0,47.0,4.0,47.0,46.0,46.0
