,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,4.0,21.0,14.0,31.0,23.0,55.0,103.0,62.0,32.0,65.0,7.0,91.0,37.0,73.0,16.0,56.0
layer_1,6.0,9.0,3.0,2.0,9.0,12.0,12.0,98.0,26.0,34.0,45.0,25.0,53.0,42.0,28.0,14.0
layer_2,4.0,18.0,12.0,6.0,11.0,5.0,28.0,75.0,24.0,7.0,21.0,59.0,11.0,10.0,6.0,13.0
layer_3,3.0,6.0,25.0,4.0,62.0,43.0,8.0,40.0,43.0,14.0,25.0,11.0,42.0,40.0,50.0,18.0
layer_4,3.0,85.0,10.0,10.0,38.0,44.0,145.0,43.0,33.0,99.0,50.0,18.0,41.0,21.0,38.0,33.0
layer_5,44.0,14.0,21.0,23.0,23.0,52.0,29.0,22.0,59.0,32.0,132.0,26.0,24.0,24.0,24.0,24.0
layer_6,13.0,67.0,14.0,52.0,112.0,27.0,42.0,61.0,25.0,39.0,26.0,27.0,27.0,23.0,23.0,24.0
layer_7,3.0,94.0,16.0,60.0,7.0,19.0,28.0,58.0,19.0,31.0,26.0,23.0,26.0,23.0,24.0,23.0
layer_8,3.0,13.0,36.0,67.0,72.0,36.0,53.0,35.0,44.0,34.0,22.0,24.0,24.0,24.0,24.0,25.0
layer_9,7.0,27.0,30.0,103.0,53.0,33.0,37.0,29.0,27.0,24.0,23.0,24.0,24.0,25.0,24.0,25.0
layer_10,64.0,39.0,31.0,27.0,42.0,37.0,85.0,35.0,22.0,32.0,24.0,90.0,25.0,24.0,24.0,25.0
layer_11,17.0,100.0,15.0,32.0,25.0,135.0,87.0,22.0,25.0,23.0,25.0,24.0,24.0,25.0,24.0,24.0
layer_12,67.0,60.0,140.0,25.0,15.0,22.0,59.0,33.0,26.0,28.0,26.0,26.0,24.0,24.0,24.0,24.0
layer_13,21.0,22.0,43.0,41.0,72.0,30.0,23.0,29.0,36.0,25.0,31.0,23.0,23.0,24.0,24.0,24.0
layer_14,110.0,26.0,20.0,40.0,24.0,29.0,44.0,32.0,29.0,24.0,23.0,23.0,23.0,25.0,24.0,24.0
layer_15,11.0,66.0,61.0,19.0,26.0,27.0,30.0,26.0,26.0,26.0,24.0,21.0,23.0,23.0,24.0,24.0
layer_16,4.0,25.0,36.0,29.0,27.0,26.0,25.0,28.0,24.0,23.0,25.0,24.0,23.0,21.0,24.0,25.0
layer_17,26.0,87.0,38.0,42.0,24.0,25.0,22.0,48.0,28.0,25.0,26.0,24.0,23.0,24.0,24.0,25.0
layer_18,56.0,17.0,25.0,25.0,20.0,39.0,25.0,32.0,26.0,22.0,23.0,22.0,23.0,25.0,25.0,24.0
layer_19,17.0,74.0,14.0,34.0,35.0,36.0,44.0,26.0,27.0,23.0,24.0,23.0,24.0,24.0,24.0,24.0
layer_20,49.0,24.0,28.0,26.0,25.0,31.0,23.0,26.0,26.0,23.0,23.0,24.0,23.0,23.0,24.0,24.0
layer_21,63.0,6.0,43.0,71.0,34.0,36.0,33.0,29.0,32.0,23.0,24.0,24.0,24.0,24.0,16.0,23.0
layer_22,11.0,53.0,65.0,48.0,15.0,46.0,42.0,46.0,26.0,30.0,26.0,24.0,9.0,24.0,24.0,26.0
layer_23,17.0,29.0,15.0,70.0,58.0,45.0,36.0,51.0,51.0,64.0,40.0,47.0,23.0,56.0,33.0,32.0
