,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0.8948928,0.8940721,0.9316471,0.95175445,0.8940721,0.8940721,0.8940721,0.89415866,0.8941116,0.8940721,0.645364,0.88421816,0.8940721,0.8952974,0.8801426,0.894099,0.5563117,0.8940485,0.90624464,0.54638433,0.8940721,0.8940721,0.8940721,0.8940721,0.8759134,0.8940972,0.838934,0.886531,0.894001,0.98333275,0.65028745,0.051801946
layer_1,1.0,0.8940721,0.8985063,0.8942123,0.8942291,0.8940721,0.89408374,0.89560825,0.9206617,0.89312065,0.8954952,0.9250158,0.9394375,0.96072316,0.9007323,0.8940791,0.9980757,0.8976058,0.89626914,0.90293795,0.9721615,0.9305256,0.8938586,0.90281636,0.8940721,0.8940721,0.89492077,0.91259235,0.89408445,0.8940721,0.8963006,0.897726
layer_2,0.8944642,0.895358,0.8941807,0.8942099,0.8944873,0.8943172,0.8940721,0.8940721,0.90692085,0.89413387,0.89530206,0.8960064,0.8940721,0.8940721,0.89407533,0.8940967,0.8948736,0.89679694,0.8940721,0.8940817,0.8940721,0.89359254,0.8957819,0.8940721,0.896856,0.89489764,0.8951954,0.89408034,0.8940721,0.9030646,0.90864736,0.89379954
layer_3,0.8940721,0.89542377,0.8940721,0.8940721,0.8958873,0.89519256,0.9215634,0.9013582,0.9482889,0.8944725,0.8940721,0.9073489,0.8963961,0.89460933,0.90174735,0.89456886,0.8940721,0.8941963,0.89426696,0.8941374,0.8940721,0.9026856,0.8957758,0.8940721,0.91604716,0.9313453,0.8969454,0.9053398,0.8996596,0.89490795,0.90515774,0.9332725
layer_4,0.89471954,0.89561343,0.8939938,0.89412034,0.9025226,0.9028683,0.89543116,0.8953662,0.8941605,0.89434445,0.8896248,0.89623934,0.89375967,0.8940721,0.8946882,0.8934082,0.89728606,0.8974698,0.8943304,0.8943879,0.8940721,0.8935675,0.8940721,0.8940721,0.8942695,0.8940721,0.8940721,0.8940721,0.8994921,0.8940281,0.9001704,0.8940721
layer_5,0.9061948,0.9267306,0.90423334,0.89688444,0.894386,0.8965078,0.9014515,0.93618166,0.8976641,0.8864521,0.8938382,0.8940721,0.8967563,0.9238396,0.8956074,0.9183272,0.8945215,0.89657575,0.89614296,0.8950375,0.9066969,0.9051095,0.90377975,0.8949186,0.89940554,0.8952856,0.8953354,0.8948345,0.8942585,0.89429605,0.8940721,0.8956718
layer_6,0.8940951,0.8969091,0.89317554,0.89389205,0.8988315,0.9029559,0.9459015,0.91111225,0.91157717,0.8931835,0.8994867,0.8941364,0.9110835,0.9149399,0.9027758,0.9062445,0.89426816,0.89393324,0.88705105,0.8944657,0.8981159,0.90242714,0.8940721,0.9031984,0.89443576,0.8940721,0.8939614,0.8940721,0.90342,0.89963627,0.9014501,0.9019237
layer_7,0.9096783,0.906069,0.9001314,0.8957555,0.89577776,0.89946395,0.9006494,0.9041184,0.91057616,0.9052258,0.90642196,0.9189477,0.897744,0.890013,0.9039172,0.8964736,0.8940721,0.8940054,0.89011365,0.890329,0.8962371,0.89399326,0.8940721,0.89368474,0.9033073,0.90059084,0.89928204,0.89673793,0.8940721,0.8942296,0.8940721,0.8991605
layer_8,0.8956818,0.89797634,0.89873654,0.8993481,0.89734936,0.8925933,0.9069113,0.89409846,0.9081482,0.90324044,0.9266367,0.89440763,0.90879285,0.90161943,0.8941392,0.9002152,0.8938167,0.8927903,0.8940949,0.8940721,0.9068865,0.9047519,0.8973557,0.89986205,0.8948135,0.9004008,0.8951685,0.900121,0.92739475,0.92456025,0.89636075,0.9531163
layer_9,0.88019603,0.8910064,0.8940958,0.8942208,0.89735156,0.89794487,0.8944476,0.89755404,0.8942021,0.89407307,0.89369124,0.8909918,0.90804297,0.8935913,0.8905508,0.8953171,0.8956357,0.89624596,0.89684206,0.89644104,0.8939303,0.8966359,0.89375377,0.8942885,0.90037405,0.8937477,0.8950079,0.8940553,0.8974174,0.9065907,0.94222313,0.9158702
layer_10,0.89485204,0.89973265,0.89271986,0.89672005,0.8989948,0.9091438,0.8952204,0.9154208,0.892712,0.8932597,0.8974353,0.8936485,0.9356325,0.94942516,0.9291849,0.96196216,0.90541744,0.8950544,0.88950294,0.88847107,0.899178,0.89379305,0.8985987,0.8952016,0.89929205,0.89567316,0.88912517,0.89371526,0.9328762,0.9181796,0.89956266,0.9043742
layer_11,0.89121586,0.8940721,0.894087,0.89381915,0.8939235,0.8963966,0.89395374,0.90014887,0.8940721,0.8975857,0.8951299,0.909379,0.8954186,0.8937816,0.8934236,0.89899415,0.89398617,0.12710202,0.8989529,0.89445645,0.8953975,0.8891113,0.89861166,0.8938511,0.90165526,0.89531165,0.89134294,0.9081026,0.918654,0.90997636,0.89863116,0.90990627
layer_12,0.96091706,0.9260741,0.9328788,0.92993504,0.89392895,0.8940721,0.89367306,0.89305294,0.89380777,0.8890592,0.8940721,0.8940685,0.8935701,0.9106801,0.89365757,0.8975805,0.9009932,0.9056408,0.89611804,0.90778404,0.89393413,0.89628524,0.89667904,0.8951639,0.9035998,0.8883394,0.8978569,0.8962748,0.89408946,0.89443815,0.9006154,0.93660706
layer_13,0.9129366,0.9378627,0.95142156,0.8943034,0.91930085,0.8925928,0.91593623,0.89600146,0.89624876,0.89601654,0.8908044,0.905308,0.8991196,0.9219971,0.9033555,0.93749005,0.90508455,0.9060313,0.90774655,0.9004808,0.927512,0.9128651,0.92689246,0.91937584,0.90198374,0.89940107,0.89128613,0.8938404,0.89368415,0.90126604,0.97074014,0.95948833
layer_14,0.90324515,0.892611,0.89738333,0.8939643,0.8944442,0.8924964,0.8940721,0.89408445,0.89977044,0.89757466,0.89763945,0.8990187,0.8935104,0.63955635,0.10531964,0.84905314,0.93688816,0.8940895,0.90328425,0.89376485,0.9289477,0.89952046,0.9010832,0.90886843,0.89067274,0.8996585,0.89356464,0.9036343,0.905744,0.8986477,0.8943982,0.8934813
layer_15,0.94102395,0.86939764,0.93023777,0.8960923,0.89609617,0.8988669,0.90283525,0.9046822,0.9066468,0.89350116,0.90081227,0.8934008,0.8997704,0.897358,0.91694224,0.9026148,0.8912431,0.89410245,0.89662105,0.9197271,0.9040919,0.893234,0.8957034,0.8942939,0.8940721,0.8937407,0.89405054,0.89352727,0.9114576,0.9092755,0.90562475,0.8659703
layer_16,0.9480186,0.8942658,0.73217934,0.8974088,0.9170105,0.91017336,0.948951,0.9033822,0.91526794,0.9131798,0.9349579,0.90168697,0.8923734,0.8935565,0.8840599,0.89700866,0.9060717,0.91444516,0.9182711,0.8965818,0.90767807,0.90255857,0.8946618,0.966674,0.8960678,0.89737636,0.91086876,0.89140314,0.8955456,0.89424634,0.900002,0.9139385
layer_17,0.8985711,0.9032159,0.8939249,0.8930128,0.9676766,0.9495437,0.98459226,0.9616672,0.89363396,0.9079147,0.9426911,0.95441896,0.8997494,0.9144185,0.92744803,0.90743864,0.9259425,0.9272249,0.9942265,0.9238841,0.9630745,0.9106581,0.79298735,0.9134702,0.89224297,0.8914914,0.8921217,0.8950436,0.9144038,0.89782,0.8940721,0.89479476
layer_18,0.8937929,0.8940983,0.8941322,0.8939537,0.9043664,0.5905284,0.63087887,0.9326203,0.9401916,0.9597807,0.9786384,0.8934628,0.90177774,0.9007771,0.8951041,0.9144548,0.96647304,0.96867657,0.9558304,0.9174484,0.90578,0.8940921,0.89505684,0.8935666,0.91939646,0.93455344,0.9146787,0.8923264,0.9020293,0.89360875,0.88567644,0.91358733
layer_19,0.93524605,0.98207104,0.9155291,0.98416996,0.9147784,0.91994303,0.89861816,0.9015424,0.88922846,0.8941658,0.8967961,0.9006049,0.9281693,0.9249246,0.8952646,0.9122569,0.891228,0.8938788,0.8906949,0.8924786,0.8903311,0.9727072,0.90588474,0.8936758,0.9399548,0.9105942,0.91107434,0.90055174,0.895712,0.9146558,0.95618165,0.9274167
layer_20,0.89167047,0.9146708,0.9037212,0.91244286,0.9102103,0.89947546,0.8940567,0.92775303,0.900457,0.8979514,0.89482665,0.8934734,0.90767884,0.8968224,0.8948139,0.9205883,0.9398972,0.89511794,0.8969911,0.90492815,0.89405054,0.93077445,0.9429411,0.8934214,0.90964097,0.9200741,0.9208816,0.98428833,0.9023926,0.895419,0.8952656,0.8947626
