,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,12,365,137,45,39,170,327,275,393,242,53,3,344,240,73,28
layer_1,16,1,26,281,376,60,15,1,4,21,278,32,215,334,44,7
layer_2,166,39,41,276,176,49,362,195,189,225,113,358,134,26,141,125
layer_3,159,177,158,158,163,356,161,159,158,158,161,178,157,164,158,233
layer_4,158,159,157,185,158,166,158,158,165,158,158,176,158,158,162,177
layer_5,162,270,261,158,158,166,380,158,160,160,141,148,158,160,158,305
layer_6,175,239,158,159,174,172,174,158,163,158,158,159,131,158,158,158
layer_7,159,160,158,157,162,135,158,158,162,158,158,212,158,291,263,159
layer_8,166,158,124,158,174,158,216,158,158,159,160,159,412,158,158,158
layer_9,157,199,168,158,70,221,165,159,149,175,159,215,158,381,158,158
layer_10,158,158,158,229,331,161,160,158,158,160,105,158,158,157,168,158
layer_11,158,224,158,139,168,221,106,158,163,158,132,339,224,167,167,158
layer_12,158,158,159,157,160,158,158,310,158,158,158,167,189,237,158,159
layer_13,159,156,158,159,160,103,162,158,157,158,158,158,168,178,161,157
layer_14,160,112,158,158,158,158,158,158,295,176,157,159,160,158,158,158
layer_15,153,163,156,80,158,158,158,159,162,158,158,158,209,158,167,158
layer_16,174,157,159,274,153,158,292,158,156,158,350,158,160,158,158,199
layer_17,135,158,159,163,158,158,159,158,160,158,158,157,148,169,157,107
layer_18,154,158,158,187,160,158,158,152,157,167,158,168,157,158,164,159
layer_19,160,159,158,158,185,158,158,158,156,161,156,158,161,160,158,157
layer_20,158,158,159,158,158,158,166,154,158,148,158,166,124,158,158,159
layer_21,158,158,158,156,163,157,159,156,158,158,156,158,160,160,159,158
layer_22,157,156,110,157,158,158,162,159,158,159,158,171,158,158,159,157
layer_23,158,157,158,158,161,157,158,156,174,164,162,159,158,158,162,162
layer_24,168,157,154,161,158,158,166,158,157,170,160,159,157,277,159,161
layer_25,158,158,158,161,164,158,158,158,157,158,157,158,158,164,162,158
layer_26,144,158,174,158,158,158,158,158,151,181,190,176,157,158,162,177
layer_27,104,152,3,140,157,139,158,94,158,180,144,158,151,158,156,82
