,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,20.182829,0.30840978,20.266682,3.4457119,21.109344,0.2865636,17.043665,74.73884,21.087166,23.359728,16.831585,21.214762
layer_1,63.623844,63.80451,36.093987,16.77407,27.883512,14.911962,17.833635,19.710155,19.199001,15.596137,34.164875,4.074852
layer_2,66.52699,16.918446,96.87255,64.73569,45.544994,82.7273,44.6417,29.34321,55.438923,74.733406,39.988544,22.558844
layer_3,3.1884284,38.963142,70.76024,37.62135,8.318716,16.141598,92.1758,78.331024,75.37653,27.405596,21.834158,54.442986
layer_4,24.73387,45.757393,13.727338,44.303528,8.047462,38.219177,39.050156,27.711605,10.398346,22.511904,5.853598,118.54617
layer_5,7.108993,3.0409033,63.335236,27.409092,37.39842,4.309619,39.79759,7.1757917,9.071807,8.081004,15.110692,7.6870418
layer_6,53.781467,9.37732,9.066847,16.80644,20.592592,21.835861,8.631603,23.244394,73.28715,3.4625428,8.884155,23.841951
layer_7,86.1765,6.1764507,3.5027995,12.519111,26.616133,14.379714,6.9433494,6.8380294,21.893469,8.786309,3.429915,5.9407268
layer_8,9.100912,4.4912095,10.140403,6.7351446,7.3656936,27.096167,11.966057,43.7856,12.342724,6.3321195,10.373178,12.775816
layer_9,6.4359317,5.694872,5.5651693,42.967365,7.049691,5.458083,3.9340312,8.384875,14.266886,4.024572,18.56735,5.290201
layer_10,6.11332,5.0878477,10.865229,5.899258,7.733098,17.878792,4.598704,6.2161517,5.1786814,40.21001,4.5736966,7.090077
layer_11,17.072075,10.408443,7.0307717,17.70048,12.961791,8.367788,6.387512,7.721472,25.942348,6.13005,11.183275,9.8851185
