,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,17,17,23,2,34,22,22,20,11,30,24,35
layer_1,39,34,43,38,11,42,52,45,45,51,30,12
layer_2,24,28,41,50,48,42,17,40,44,24,44,32
layer_3,25,15,8,33,3,8,17,22,12,33,15,22
layer_4,2,8,0,3,0,7,3,1,1,1,2,11
layer_5,5,0,0,1,3,0,0,4,4,17,1,1
layer_6,0,0,0,1,0,0,11,0,1,6,0,3
layer_7,8,3,8,0,5,4,0,0,8,2,2,1
layer_8,1,0,7,0,1,1,0,2,2,8,0,6
layer_9,2,5,6,0,2,2,2,4,2,1,13,0
layer_10,6,2,6,2,8,1,9,3,4,5,18,6
layer_11,3,1,3,3,5,6,3,2,23,8,3,2
