,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,75,55,41,381,135,110,65,65,146,36,398,137
layer_1,37,445,87,88,78,204,134,79,93,114,334,172
layer_2,402,252,102,101,131,152,410,106,157,402,60,104
layer_3,94,128,559,50,23,74,109,120,127,223,192,816
layer_4,46,80,1,59,31,14,206,76,0,51,65,271
layer_5,65,5,20,22,74,18,85,180,44,413,221,1
layer_6,4,2,43,56,31,102,133,30,8,767,75,7
layer_7,154,72,77,10,153,48,12,10,4,420,21,0
layer_8,12,4,28,88,0,21,7,65,33,64,21,161
layer_9,97,59,18,111,33,65,105,74,160,1,127,3
layer_10,60,6,106,4,17,27,34,16,66,101,177,33
layer_11,7,12,165,46,12,12,5,6,603,264,7,6
