,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,120,196,56,180,142,298,191,161,301,110,411,306
layer_1,65,538,94,88,28,75,100,99,72,84,259,394
layer_2,598,164,91,74,122,126,480,138,82,598,121,168
layer_3,144,104,149,87,47,30,171,97,204,250,137,431
layer_4,42,64,2,39,28,28,255,33,2,75,60,196
layer_5,103,15,5,55,22,9,17,93,31,461,139,3
layer_6,2,2,35,26,35,68,186,6,9,243,45,19
layer_7,145,85,51,9,27,70,11,9,3,250,52,0
layer_8,6,4,25,75,3,36,7,52,25,57,57,158
layer_9,57,65,35,39,33,60,118,85,89,2,82,2
layer_10,73,11,32,6,16,21,29,9,69,163,230,25
layer_11,3,8,162,3,22,34,6,5,598,245,9,5
