,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,30,24,4,51,23,25,15,17,30,29,70,34
layer_1,17,62,16,16,9,15,18,14,16,17,68,58
layer_2,70,65,15,14,22,21,111,18,20,71,42,21
layer_3,30,13,16,11,10,8,9,14,42,38,22,115
layer_4,14,4,2,10,16,5,32,7,0,0,9,23
layer_5,1,1,2,4,1,2,24,10,1,67,30,2
layer_6,0,0,9,9,8,23,12,6,0,145,23,1
layer_7,31,1,32,2,1,11,0,0,19,77,3,0
layer_8,2,0,6,7,0,0,2,1,5,21,3,34
layer_9,8,1,2,18,4,8,30,1,57,0,6,0
layer_10,24,2,23,1,6,4,25,2,12,48,41,7
layer_11,2,5,9,7,2,5,2,2,89,12,2,2
